machine_name,category,first_report_date,data_count,avg_operation,max_operation,min_operation,avg_sales,max_sales,avg_gross_profit,max_gross_profit,latest_report_date,latest_operation,latest_sales,latest_gross_profit,operation_contribution_weeks,avg_operation_4w,avg_sales_4w,avg_gross_profit_4w,recent_week_count,avg_operation_12w,avg_gross_profit_12w,recent12_week_count,machine_id,formal_machine_name,maker_name,series_name,sub_series_name,machine_type,is_smart,is_lt,is_active,latest_operation_score,recent4_operation_score,recent12_operation_score,recent_profit_score,long_lifecycle_score,latest_rank_in_category,recent_rank_penalty,active_popularity_score,legend_score,asset_score,active_grade,legend_grade,asset_grade,ai_comment
キングハナハナ-30(2023年),S,2023-03-29,162,10939.5,18239,9370,17840.53086419753,27005,1925.0802469135801,5189,2026-06-24,10784,17227,1227,140,10483.833333333334,16691.833333333332,1137.1666666666667,6.0,10765.076923076924,1418.3076923076924,13.0,S_788d47b589,キングハナハナ-30(2023年),パイオニア,ハナハナ,,Aタイプ/ノーマル,False,False,True,23.32,13.98,15.07,10.78,61.95,43.0,0,19.02,36.9,25.66,D,D,D,キングハナハナ-30(2023年)は最新稼働10784、直近4週平均稼働10484、稼働貢献週140週。現役人気指数19.0、長期名機指数36.9、ホール資産指数25.7。
Lスマスロ スーパーリオエース2,S,2026-05-20,6,13987.666666666666,20080,8993,49382.666666666664,69105,8152.5,12091,2026-06-24,8993,32052,4673,5,13987.666666666666,49382.666666666664,8152.5,6.0,13987.666666666666,8152.5,6.0,S_66221f3729,Lスマスロ スーパーリオエース2,山佐ネクスト,,,スマスロ,True,False,True,18.99,23.37,23.66,49.36,2.21,103.0,20,3.64,27.2,37.93,D,D,D,Lスマスロ スーパーリオエース2は最新稼働8993、直近4週平均稼働13988、稼働貢献週5週。現役人気指数3.6、長期名機指数27.2、ホール資産指数37.9。
Lタクトオーパス デスティニー,S,2026-05-20,6,13702.666666666666,19554,8652,41864.0,57635,7086.5,9535,2026-06-24,8652,27286,4548,4,13702.666666666666,41864.0,7086.5,6.0,13702.666666666666,7086.5,6.0,S_223d5cf369,Lタクトオーパス デスティニー,アムテックス,,,スマスロ,True,False,True,18.17,22.6,22.9,43.5,1.77,118.0,20,2.36,25.75,34.63,D,D,D,Lタクトオーパス デスティニーは最新稼働8652、直近4週平均稼働13703、稼働貢献週4週。現役人気指数2.4、長期名機指数25.8、ホール資産指数34.6。
Lスマスロ BIRDIE WING -Golf Girls’ Story-,S,2026-06-17,2,12381.5,14424,10339,48126.0,55834,7408.5,9048,2026-06-24,10339,40418,5769,2,12381.5,48126.0,7408.5,2.0,12381.5,7408.5,2.0,S_d010fcde4c,Lスマスロ BIRDIE WING -Golf Girls’ Story-,ユニバーサルブロス,,,スマスロ,True,False,True,22.24,19.06,19.38,45.27,0.88,57.0,20,1.77,22.67,34.53,D,D,D,Lスマスロ BIRDIE WING -Golf Girls’ Story-は最新稼働10339、直近4週平均稼働12382、稼働貢献週2週。現役人気指数1.8、長期名機指数22.7、ホール資産指数34.5。
デカスタP戦国無双 100ver.,S,2026-05-20,6,13656.666666666666,20520,9410,24083.833333333332,35329,4745.0,5976,2026-06-24,9410,16557,2822,4,13656.666666666666,24083.833333333332,4745.0,6.0,13656.666666666666,4745.0,6.0,S_1f82051059,デカスタP戦国無双 100ver.,ニューギン,,無双,スロット,False,False,True,20.0,22.48,22.78,30.62,1.77,82.0,20,1.56,24.13,27.9,D,D,D,デカスタP戦国無双 100ver.は最新稼働9410、直近4週平均稼働13657、稼働貢献週4週。現役人気指数1.6、長期名機指数24.1、ホール資産指数27.9。
L A-SLOT+ ディスクアップ ULTRAREMIX,S,2025-01-29,46,13428.760869565218,23016,9947,28286.282608695652,44403,-330.0652173913044,1522,2026-06-24,9947,21691,-612,45,10104.0,21906.5,-823.5,2.0,10097.666666666666,-714.3333333333334,3.0,S_b9be424c14,L A-SLOT+ ディスクアップ ULTRAREMIX,サミー,,,スマスロ,True,True,True,21.3,12.96,13.29,0.0,19.91,68.0,20,0.0,26.14,13.06,D,D,D,L A-SLOT+ ディスクアップ ULTRAREMIXは最新稼働9947、直近4週平均稼働10104、稼働貢献週45週。現役人気指数0.0、長期名機指数26.1、ホール資産指数13.1。
L ToLOVEるダークネス TRANCE ver.8.7,S,2025-05-28,51,9028.529411764706,20577,6690,45051.117647058825,95410,3897.764705882353,10713,2026-06-24,7404,37368,1524,12,7120.166666666667,36009.666666666664,2433.3333333333335,6.0,7392.0,2807.7272727272725,11.0,S_2496d8b5d9,L ToLOVEるダークネス TRANCE ver.8.7,オリンピアエステート,,,スマスロ,True,False,True,15.15,4.97,6.07,17.91,5.31,195.0,20,0.0,21.18,19.62,D,D,D,L ToLOVEるダークネス TRANCE ver.8.7は最新稼働7404、直近4週平均稼働7120、稼働貢献週12週。現役人気指数0.0、長期名機指数21.2、ホール資産指数19.6。
L アズールレーン THE ANIMATION,S,2025-08-13,41,10913.609756097561,20623,6661,40804.756097560974,72979,4899.634146341464,11272,2026-06-10,7177,27565,2804,24,6928.25,26642.25,2682.0,4.0,7933.818181818182,3077.090909090909,11.0,S_eda259c939,L アズールレーン THE ANIMATION,京楽産業．,,,スマスロ,True,False,True,14.6,4.46,7.51,19.28,10.62,218.0,20,0.0,24.99,22.12,D,D,D,L アズールレーン THE ANIMATIONは最新稼働7177、直近4週平均稼働6928、稼働貢献週24週。現役人気指数0.0、長期名機指数25.0、ホール資産指数22.1。
L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,S,2023-12-27,38,9880.868421052632,24144,5587,34495.60526315789,78223,3836.157894736842,12821,2026-06-17,6369,23838,2805,12,6369.0,23838.0,2805.0,1.0,6369.0,2805.0,1.0,S_b34ae9caec,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,ミズホ,バジリスク,天膳,スマスロ,True,False,True,12.65,2.96,3.34,19.95,5.31,280.0,20,0.0,23.22,19.54,D,D,D,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITIONは最新稼働6369、直近4週平均稼働6369、稼働貢献週12週。現役人気指数0.0、長期名機指数23.2、ホール資産指数19.5。
L 東京喰種,S,2025-02-12,68,15364.764705882353,23893,10404,58810.35294117647,87404,6477.867647058823,13480,2026-06-24,10590,40954,3206,68,10777.833333333334,40942.333333333336,2747.8333333333335,6.0,11724.923076923076,3463.6153846153848,13.0,S_1bc7ae6a97,L 東京喰種,スパイキー,東京喰種,,スマスロ,True,False,True,22.85,14.77,17.63,19.64,30.09,52.0,20,0.0,36.72,30.05,D,D,D,L 東京喰種は最新稼働10590、直近4週平均稼働10778、稼働貢献週68週。現役人気指数0.0、長期名機指数36.7、ホール資産指数30.1。
LB A-SLOT+ 異世界かるてっと BT,S,2026-04-15,11,11363.727272727272,17968,7562,28268.909090909092,41080,3565.6363636363635,5790,2026-06-24,7562,20049,2075,5,8705.666666666666,22756.833333333332,2615.8333333333335,6.0,11363.727272727272,3565.6363636363635,11.0,S_a1a90deb0e,LB A-SLOT+ 異世界かるてっと BT,サミー,,,スマスロ,True,False,True,15.53,9.22,16.66,18.91,2.21,187.0,20,0.0,20.56,19.97,D,D,D,LB A-SLOT+ 異世界かるてっと BTは最新稼働7562、直近4週平均稼働8706、稼働貢献週5週。現役人気指数0.0、長期名機指数20.6、ホール資産指数20.0。
LB SHAKE BONUS TRIGGER,S,2025-10-29,33,10767.242424242424,18546,8247,25045.909090909092,39350,2276.212121212121,4302,2026-06-24,8340,20277,1706,18,8627.166666666666,20757.166666666668,1604.8333333333333,6.0,8974.5,1691.0833333333333,12.0,S_2029a55693,LB SHAKE BONUS TRIGGER,大都技研,,,スマスロ,True,False,True,17.41,9.01,10.29,13.35,7.96,134.0,20,0.0,21.0,17.48,D,D,D,LB SHAKE BONUS TRIGGERは最新稼働8340、直近4週平均稼働8627、稼働貢献週18週。現役人気指数0.0、長期名機指数21.0、ホール資産指数17.5。
LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,S,2025-09-17,34,9968.0,21766,6463,22295.323529411766,42867,3741.264705882353,8272,2026-06-24,6463,15607,2552,14,6585.75,15634.5,2326.25,4.0,6774.0,2491.75,8.0,S_03fb21c116,LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,大都技研,,,スマスロ,True,False,True,12.88,3.54,4.42,17.32,6.19,268.0,20,0.0,22.48,19.01,D,D,D,LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.は最新稼働6463、直近4週平均稼働6586、稼働貢献週14週。現役人気指数0.0、長期名機指数22.5、ホール資産指数19.0。
LBスマスロ サンダーV(2026年),S,2026-03-11,16,11429.75,17645,9150,24277.0,34164,2052.8125,2977,2026-06-24,9150,20288,1657,10,9619.666666666666,21120.5,1593.5,6.0,10607.846153846154,1898.923076923077,13.0,S_d72f4f9910,LBスマスロ サンダーV(2026年),エレコ,,,スマスロ,True,False,True,19.37,11.67,14.65,13.29,4.42,98.0,20,0.0,19.85,17.27,D,D,D,LBスマスロ サンダーV(2026年)は最新稼働9150、直近4週平均稼働9620、稼働貢献週10週。現役人気指数0.0、長期名機指数19.9、ホール資産指数17.3。
LBスマート沖スロ ニューキングハナハナV,S,2026-01-14,24,9989.375,15718,8560,18755.583333333332,27333,2062.9166666666665,2805,2026-06-24,9233,17538,1749,8,9061.666666666666,17119.166666666668,1679.8333333333333,6.0,9336.615384615385,1952.1538461538462,13.0,S_38ec471f18,LBスマート沖スロ ニューキングハナハナV,パイオニア,ハナハナ,,スマスロ,True,False,True,19.57,10.17,11.26,13.77,3.54,93.0,20,0.0,17.76,16.9,D,D,D,LBスマート沖スロ ニューキングハナハナVは最新稼働9233、直近4週平均稼働9062、稼働貢献週8週。現役人気指数0.0、長期名機指数17.8、ホール資産指数16.9。
LBスロットGALFY,S,2026-06-03,4,11698.75,16148,8492,27469.0,35433,2914.25,3811,2026-06-24,8492,21468,1981,2,11698.75,27469.0,2914.25,4.0,11698.75,2914.25,4.0,S_4c408a22a6,LBスロットGALFY,ｵｰｲｽﾞﾐ･ｱﾐｭｰｼﾞｵ,,,スマスロ,True,False,True,17.78,17.24,17.56,20.55,0.88,131.0,20,0.0,19.09,21.22,D,D,D,LBスロットGALFYは最新稼働8492、直近4週平均稼働11699、稼働貢献週2週。現役人気指数0.0、長期名機指数19.1、ホール資産指数21.2。
LB不二子BT,S,2025-12-31,21,11348.142857142857,21343,6990,22411.238095238095,37970,2765.5714285714284,5977,2026-05-27,6990,14543,1604,11,7125.0,14829.0,1572.0,2.0,8230.625,1801.875,8.0,S_e29fa4c740,LB不二子BT,アムテックス,,,スマスロ,True,False,True,14.15,4.99,8.3,13.17,4.87,231.0,20,0.0,22.07,16.69,D,D,D,LB不二子BTは最新稼働6990、直近4週平均稼働7125、稼働貢献週11週。現役人気指数0.0、長期名機指数22.1、ホール資産指数16.7。
Lアクダマドライブ,S,2026-04-15,10,9788.6,18728,5037,44466.3,82397,7783.6,15182,2026-06-24,5037,24289,4735,5,6077.4,28429.2,4788.6,5.0,9788.6,7783.6,10.0,S_34df333997,Lアクダマドライブ,サンスリー,,,スマスロ,True,False,True,9.43,2.18,12.46,30.86,2.21,383.0,20,0.0,23.32,27.46,D,D,D,Lアクダマドライブは最新稼働5037、直近4週平均稼働6077、稼働貢献週5週。現役人気指数0.0、長期名機指数23.3、ホール資産指数27.5。
Lアニマルスロットドッチ,S,2026-04-29,9,11999.222222222223,15856,8503,40991.11111111111,52747,7840.444444444444,11592,2026-06-24,8503,30131,5823,7,10193.666666666666,35696.833333333336,6610.666666666667,6.0,11999.222222222223,7840.444444444444,9.0,S_e7e8129746,Lアニマルスロットドッチ,北電子,,,スマスロ,True,False,True,17.81,13.2,18.36,40.88,3.1,130.0,20,0.0,24.03,32.94,D,D,D,Lアニマルスロットドッチは最新稼働8503、直近4週平均稼働10194、稼働貢献週7週。現役人気指数0.0、長期名機指数24.0、ホール資産指数32.9。
Lスマスロ シャーマンキング,S,2025-02-12,53,7720.471698113208,19845,5272,30996.245283018867,79365,5011.2830188679245,14519,2026-06-17,6065,23826,3270,5,6399.5,25100.25,3474.75,4.0,6742.777777777777,3733.3333333333335,9.0,S_8b8f0825a6,Lスマスロ シャーマンキング,エレコ,,,スマスロ,True,False,True,11.92,3.04,4.33,23.64,2.21,308.0,20,0.0,19.95,21.76,D,D,D,Lスマスロ シャーマンキングは最新稼働6065、直近4週平均稼働6400、稼働貢献週5週。現役人気指数0.0、長期名機指数19.9、ホール資産指数21.8。
Lスマスロ ハナビ(2026年),S,2026-02-11,20,10654.85,19150,7797,19040.7,30309,2483.0,3607,2026-06-24,7797,14972,2024,9,8103.333333333333,15296.166666666666,1978.5,6.0,8935.615384615385,2194.3076923076924,13.0,S_ae8b7639c6,Lスマスロ ハナビ(2026年),アクロス,,,スマスロ,True,False,True,16.1,7.61,10.19,15.41,3.98,169.0,20,0.0,20.15,17.36,D,D,D,Lスマスロ ハナビ(2026年)は最新稼働7797、直近4週平均稼働8103、稼働貢献週9週。現役人気指数0.0、長期名機指数20.1、ホール資産指数17.4。
Lスマスロ バイオハザードRE:3,S,2026-05-20,6,11873.0,19152,6817,43526.0,68859,7234.333333333333,11311,2026-06-24,6817,24976,3920,4,11873.0,43526.0,7234.333333333333,6.0,11873.0,7234.333333333333,6.0,S_55142f4b90,Lスマスロ バイオハザードRE:3,エンターライズ,,,スマスロ,True,False,True,13.73,17.7,18.02,44.31,1.77,242.0,20,0.0,24.39,33.82,D,D,D,Lスマスロ バイオハザードRE:3は最新稼働6817、直近4週平均稼働11873、稼働貢献週4週。現役人気指数0.0、長期名機指数24.4、ホール資産指数33.8。
Lスマスロ ビッグドリーム THE GOLDEN PUSHER,S,2026-05-20,6,11269.833333333334,17776,6330,61924.5,96008,11074.666666666666,16614,2026-06-24,6330,35464,6955,4,11269.833333333334,61924.5,11074.666666666666,6.0,11269.833333333334,11074.666666666666,6.0,S_d8d534f374,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,サミー,,,スマスロ,True,False,True,12.56,16.09,16.41,65.43,1.77,284.0,20,0.0,26.65,44.4,D,D,C,Lスマスロ ビッグドリーム THE GOLDEN PUSHERは最新稼働6330、直近4週平均稼働11270、稼働貢献週4週。現役人気指数0.0、長期名機指数26.6、ホール資産指数44.4。
Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,S,2025-04-16,58,10899.310344827587,24210,7035,32160.896551724138,67387,3343.7413793103447,9730,2026-06-17,7172,21977,2099,23,7423.4,22404.0,2132.2,5.0,8185.583333333333,2507.5833333333335,12.0,S_f333047b40,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝,ミズホ,まどか☆マギカ,,スマスロ,True,False,True,14.59,5.78,8.18,16.25,10.18,219.0,20,0.0,25.02,19.32,D,D,D,Lスマスロ マギアレコード 魔法少女まどか☆マギカ外伝は最新稼働7172、直近4週平均稼働7423、稼働貢献週23週。現役人気指数0.0、長期名機指数25.0、ホール資産指数19.3。
Lスマスロ 化物語,S,2025-12-10,23,13143.652173913044,25041,6832,40059.217391304344,72744,4951.608695652174,11619,2026-05-20,6832,21185,1782,14,6832.0,21185.0,1782.0,1.0,8906.875,2623.375,8.0,S_a08b205a79,Lスマスロ 化物語,サミー,,,スマスロ,True,False,True,13.77,4.2,10.11,14.33,6.19,239.0,20,0.0,27.14,20.23,D,D,D,Lスマスロ 化物語は最新稼働6832、直近4週平均稼働6832、稼働貢献週14週。現役人気指数0.0、長期名機指数27.1、ホール資産指数20.2。
Lスマスロ 北斗の拳 転生の章2,S,2026-01-14,21,13470.52380952381,23410,8164,47201.380952380954,77132,3794.190476190476,9028,2026-06-24,8164,29890,842,18,8727.666666666666,31403.666666666668,587.0,3.0,10720.2,1712.0,10.0,S_6d815bde2d,Lスマスロ 北斗の拳 転生の章2,サミー,北斗の拳,転生,スマスロ,True,False,True,16.99,9.28,14.95,7.76,7.96,144.0,20,0.0,26.25,18.4,D,D,D,Lスマスロ 北斗の拳 転生の章2は最新稼働8164、直近4週平均稼働8728、稼働貢献週18週。現役人気指数0.0、長期名機指数26.2、ホール資産指数18.4。
Lスマスロ 攻殻機動隊(2026年),S,2026-02-11,20,14087.75,22509,9585,45136.95,68014,5862.4,11034,2026-06-24,9585,31930,3259,18,10523.5,34609.0,3516.8333333333335,6.0,12018.923076923076,4457.2307692307695,13.0,S_e2c4202520,Lスマスロ 攻殻機動隊(2026年),サミー,,,スマスロ,True,False,True,20.42,14.09,18.41,23.87,7.96,78.0,20,0.0,28.07,26.7,D,D,D,Lスマスロ 攻殻機動隊(2026年)は最新稼働9585、直近4週平均稼働10524、稼働貢献週18週。現役人気指数0.0、長期名機指数28.1、ホール資産指数26.7。
Lスマスロ 沖ドキ!DUO アンコール,S,2025-12-31,21,8454.333333333334,13610,6272,35810.28571428572,55501,3136.904761904762,5129,2026-05-27,6272,27202,2826,3,6272.0,27202.0,2826.0,1.0,7277.875,3188.75,8.0,S_f96627ea99,Lスマスロ 沖ドキ!DUO アンコール,メーシー,沖ドキ,,スマスロ,True,False,True,12.42,2.7,5.76,20.07,1.33,287.0,20,0.0,16.03,17.87,D,D,D,Lスマスロ 沖ドキ!DUO アンコールは最新稼働6272、直近4週平均稼働6272、稼働貢献週3週。現役人気指数0.0、長期名機指数16.0、ホール資産指数17.9。
Lスマスロキン肉マン～7人の悪魔超人編～,S,2023-08-16,53,8756.811320754718,19268,5336,39596.622641509435,86050,2797.622641509434,8403,2026-06-10,6970,31749,4127,9,6970.0,31749.0,4127.0,1.0,7694.0,4027.0,3.0,S_353929a755,Lスマスロキン肉マン～7人の悪魔超人編～,セブンリーグ,,,スマスロ,True,False,True,14.1,4.57,6.87,27.22,3.98,233.0,20,0.0,19.11,20.01,D,D,D,Lスマスロキン肉マン～7人の悪魔超人編～は最新稼働6970、直近4週平均稼働6970、稼働貢献週9週。現役人気指数0.0、長期名機指数19.1、ホール資産指数20.0。
LスマスロモンキーターンⅤ,S,2023-12-13,119,12491.672268907563,21854,7775,38549.49579831933,63355,3040.361344537815,9526,2026-06-24,7775,25311,1157,94,7775.0,25311.0,1157.0,1.0,8557.6,1390.6,5.0,S_e535b48685,LスマスロモンキーターンⅤ,山佐,モンキーターン,,スマスロ,True,False,True,16.05,6.73,9.18,10.89,41.59,172.0,20,0.0,34.35,22.47,D,D,D,LスマスロモンキーターンⅤは最新稼働7775、直近4週平均稼働7775、稼働貢献週94週。現役人気指数0.0、長期名機指数34.4、ホール資産指数22.5。
Lスマスロヨルムンガンド,S,2026-04-15,6,12419.0,19824,6131,43685.833333333336,68616,8029.166666666667,13388,2026-05-20,6131,21787,3143,5,6131.0,21787.0,3143.0,1.0,12419.0,8029.166666666667,6.0,S_152edba129,Lスマスロヨルムンガンド,山佐ネクスト,,,スマスロ,True,False,True,12.08,2.32,19.48,21.81,2.21,298.0,20,0.0,25.87,25.6,D,D,D,Lスマスロヨルムンガンドは最新稼働6131、直近4週平均稼働6131、稼働貢献週5週。現役人気指数0.0、長期名機指数25.9、ホール資産指数25.6。
Lスロット ソードアート・オンライン,S,2023-05-24,48,8523.9375,22409,4656,24854.583333333332,60807,3168.8541666666665,9302,2026-06-17,8683,24420,1822,9,8261.6,22983.4,1563.0,5.0,8395.625,2196.0,8.0,S_c800a516f3,Lスロット ソードアート・オンライン,大都技研,ソードアート・オンライン,,スマスロ,True,False,True,18.24,8.03,8.74,13.12,3.98,117.0,20,0.0,20.56,17.91,D,D,D,Lスロット ソードアート・オンラインは最新稼働8683、直近4週平均稼働8262、稼働貢献週9週。現役人気指数0.0、長期名機指数20.6、ホール資産指数17.9。
Lチバリヨ2,S,2024-03-13,114,9063.657894736842,18401,6708,39333.42105263158,75745,5543.043859649123,11952,2026-06-24,6971,30960,5138,26,6888.833333333333,30219.166666666668,3776.3333333333335,6.0,7315.923076923077,4069.769230769231,13.0,S_fa8541ac46,Lチバリヨ2,ネット,,,スマスロ,True,False,True,14.11,4.35,5.86,25.3,11.5,232.0,20,0.0,23.55,24.68,D,D,D,Lチバリヨ2は最新稼働6971、直近4週平均稼働6889、稼働貢献週26週。現役人気指数0.0、長期名機指数23.6、ホール資産指数24.7。
Lチバリヨ2プラス,S,2025-01-15,28,6124.357142857143,11784,5157,26661.464285714286,49420,4517.642857142857,8438,2026-05-27,5234,23059,3911,1,5263.5,23114.0,3899.0,2.0,5485.75,4378.25,4.0,S_4a18fceb05,Lチバリヨ2プラス,ネット,,,スマスロ,True,False,True,9.91,0.0,0.98,25.97,0.44,374.0,20,0.0,14.51,20.58,D,D,D,Lチバリヨ2プラスは最新稼働5234、直近4週平均稼働5264、稼働貢献週1週。現役人気指数0.0、長期名機指数14.5、ホール資産指数20.6。
