raw_machine_name,suggested_machine_id,suggested_formal_machine_name,suggested_category,suggested_series_name,suggested_sub_series_name,suggested_machine_type,reason,review_status
P緋弾のアリア～緋弾覚醒編～ 319Ver.,P_53403a3922,P緋弾のアリア～緋弾覚醒編～ 319Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P緋弾のアリア～緋弾覚醒編～ FVA,P_415d6e0bc2,P緋弾のアリア～緋弾覚醒編～ FVA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P織田信奈の野望 全国版 MGa,P_e99ad3c54c,P織田信奈の野望 全国版 MGa,P,,,パチンコ,series_name未分類のため確認推奨,pending
P羽根モノ スカイレーサー DX,P_00dcf0d6ee,P羽根モノ スカイレーサー DX,P,,,羽根物,series_name未分類のため確認推奨,pending
P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJA,P_2e381436bd,P聖戦士ダンバイン2 -ZEROLIMIT HYPER- HSFJA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P聖闘士星矢 超流星 LIGHT,P_4d6f33b053,P聖闘士星矢 超流星 LIGHT,P,,,パチンコ,series_name未分類のため確認推奨,pending
P聖闘士星矢 超流星 女神ゴールドver. 1500,P_1c0477afaa,P聖闘士星矢 超流星 女神ゴールドver. 1500,P,,,パチンコ,series_name未分類のため確認推奨,pending
P聖闘士星矢 超流星 星矢ゴールドver. 92%,P_acdac68101,P聖闘士星矢 超流星 星矢ゴールドver. 92%,P,,,パチンコ,series_name未分類のため確認推奨,pending
P花満開 月光 THE FINAL,P_172ddd6f2a,P花満開 月光 THE FINAL,P,,,パチンコ,series_name未分類のため確認推奨,pending
P華牌R～猿渡翔がローズテイルにやってきた～ Y2F,P_869066a2f5,P華牌R～猿渡翔がローズテイルにやってきた～ Y2F,P,,,パチンコ,series_name未分類のため確認推奨,pending
P蒼天の拳 双龍 SFG,P_ece81022c3,P蒼天の拳 双龍 SFG,P,,,パチンコ,series_name未分類のため確認推奨,pending
P蒼天の拳 天刻 GEA,P_3ead4cecfe,P蒼天の拳 天刻 GEA,P,,,パチンコ,series_name未分類のため確認推奨,pending
P覇穹 封神演義 DL3-MX,P_b967a1505c,P覇穹 封神演義 DL3-MX,P,,,パチンコ,series_name未分類のため確認推奨,pending
P豊丸ととある企業の最新作2 SOD 99ver.,P_cc386d28c6,P豊丸ととある企業の最新作2 SOD 99ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P貞子 FMD,P_ecdc91a565,P貞子 FMD,P,,,パチンコ,series_name未分類のため確認推奨,pending
P貞子3D 2～呪われた12時間～ S2B,P_b9078ddec8,P貞子3D 2～呪われた12時間～ S2B,P,,,パチンコ,series_name未分類のため確認推奨,pending
P貞子3D3 V1B,P_9b96780213,P貞子3D3 V1B,P,,,パチンコ,series_name未分類のため確認推奨,pending
P貞子vs伽椰子 頂上決戦 FUZ,P_eec5b0bbd2,P貞子vs伽椰子 頂上決戦 FUZ,P,,,パチンコ,series_name未分類のため確認推奨,pending
P転生したらスライムだった件 129ver.,P_e3df0fadd3,P転生したらスライムだった件 129ver.,P,,転生,パチンコ,series_name未分類のため確認推奨,pending
P転生したらスライムだった件 NB,P_2c76858376,P転生したらスライムだった件 NB,P,,転生,パチンコ,series_name未分類のため確認推奨,pending
P遠山の金さん2 遠山桜と華の密偵 JUD,P_49f0a7b31c,P遠山の金さん2 遠山桜と華の密偵 JUD,P,,,パチンコ,series_name未分類のため確認推奨,pending
P野生の王国GO 99ver.,P_79a938bc94,P野生の王国GO 99ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P野生の王国GO M-T YT800,P_0905647d25,P野生の王国GO M-T YT800,P,,,パチンコ,series_name未分類のため確認推奨,pending
P鉄拳 極,P_cbe90449e1,P鉄拳 極,P,,,パチンコ,series_name未分類のため確認推奨,pending
P銀河鉄道999 GOLDEN 甘デジ,P_849287228b,P銀河鉄道999 GOLDEN 甘デジ,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P銀河鉄道999 Next Journey 1/100Ver.,P_e9fbf10ac8,P銀河鉄道999 Next Journey 1/100Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P銀河鉄道999 Next Journey H1AZ3,P_1adcdd63dd,P銀河鉄道999 Next Journey H1AZ3,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P銀河鉄道999 PREMIUM H1AU6,P_891d775e77,P銀河鉄道999 PREMIUM H1AU6,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P銭形平次2 V2L,P_aef1f73b7c,P銭形平次2 V2L,P,,,パチンコ,series_name未分類のため確認推奨,pending
P銭形平次3 DENKOUSEKKA 平次Ver.,P_7408a22bc8,P銭形平次3 DENKOUSEKKA 平次Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P銭形平次3 お静99,P_92b69bb099,P銭形平次3 お静99,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P閃乱カグラ 189大入りver.,P_c36fe4dc2f,P閃乱カグラ 189大入りver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P闘将覇伝 HSJ-W,P_c3b37e5ab9,P闘将覇伝 HSJ-W,P,,,パチンコ,series_name未分類のため確認推奨,pending
P頭文字D 2nd GFPG,P_a7d02a4799,P頭文字D 2nd GFPG,P,,,パチンコ,series_name未分類のため確認推奨,pending
P頭文字D Non-Stop 3000Edition GRPE,P_deea53d338,P頭文字D Non-Stop 3000Edition GRPE,P,,,パチンコ,series_name未分類のため確認推奨,pending
P頭文字D SEJG,P_84492af212,P頭文字D SEJG,P,,,パチンコ,series_name未分類のため確認推奨,pending
P魔王学院の不適合者 FMY,P_8bbad52a7d,P魔王学院の不適合者 FMY,P,,,パチンコ,series_name未分類のため確認推奨,pending
P鳳凰∞ 2,P_7ced35556a,P鳳凰∞ 2,P,,,パチンコ,series_name未分類のため確認推奨,pending
P麻雀物語4 77ver.,P_927fe5a1a2,P麻雀物語4 77ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P麻雀物語4 M1AU1Y,P_9162ba081f,P麻雀物語4 M1AU1Y,P,,,パチンコ,series_name未分類のため確認推奨,pending
P黄門ちゃま寿限無 99ver.,P_1189fa97d9,P黄門ちゃま寿限無 99ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
P黄門ちゃま寿限無 LLサイズ 259ver.,P_92ba428d3d,P黄門ちゃま寿限無 LLサイズ 259ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
P黄門ちゃま神盛2 L9AZ1,P_94f20143f8,P黄門ちゃま神盛2 L9AZ1,P,,,パチンコ,series_name未分類のため確認推奨,pending
e RAVE 覚聖ループ JMC,P_21a0e5996c,e RAVE 覚聖ループ JMC,P,,,スマパチ,series_name未分類のため確認推奨,pending
e ULTRAMAN 2400★80,P_34a99c217d,e ULTRAMAN 2400★80,P,,,スマパチ,series_name未分類のため確認推奨,pending
e ULTRAMAN 4500超ライト,P_da61fd897a,e ULTRAMAN 4500超ライト,P,,,スマパチ,series_name未分類のため確認推奨,pending
e アズールレーン2 THE ANIMATION 超次元 K6,P_ebb5594b83,e アズールレーン2 THE ANIMATION 超次元 K6,P,,,スマパチ,series_name未分類のため確認推奨,pending
e シン・ウルトラマン K3,P_0c8530168f,e シン・ウルトラマン K3,P,,,スマパチ,series_name未分類のため確認推奨,pending
e スマパチ SSSS.GRIDMAN XVSM,P_b9ba349548,e スマパチ SSSS.GRIDMAN XVSM,P,,,スマパチ,series_name未分類のため確認推奨,pending
e スマパチ SSSS.GRIDMAN メガSTART 159ver.,P_cc64d61739,e スマパチ SSSS.GRIDMAN メガSTART 159ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e ノーゲーム・ノーライフ 199Ver.,P_8d5668fa63,e ノーゲーム・ノーライフ 199Ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e ノーゲーム・ノーライフ 319Ver.,P_bd533d8c84,e ノーゲーム・ノーライフ 319Ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e バイオハザード6 APN,P_967eaacce0,e バイオハザード6 APN,P,,,スマパチ,series_name未分類のため確認推奨,pending
e ベルセルク無双 第2章 H3,P_f7a60e93fe,e ベルセルク無双 第2章 H3,P,,無双,スマパチ,series_name未分類のため確認推奨,pending
e 乃木坂46 Ⅱ K4,P_8fe77d3cd9,e 乃木坂46 Ⅱ K4,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 乃木坂46 Ⅱ SWEET Version,P_977892bb56,e 乃木坂46 Ⅱ SWEET Version,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 仮面ライダーBLACK KRJ2,P_942f88fc6a,e 仮面ライダーBLACK KRJ2,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 仮面ライダー電王 KL12,P_9182d03d24,e 仮面ライダー電王 KL12,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 仮面ライダー電王 デカヘソ239,P_2b9419ff94,e 仮面ライダー電王 デカヘソ239,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 化物語 鬼99ver.,P_ce89b519ec,e 化物語 鬼99ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,P_e906c3d7de,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 新・必殺仕置人S 超斬撃99,P_301c3e47ad,e 新・必殺仕置人S 超斬撃99,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 犬夜叉3.0 LTM-TS,P_a7c61be61d,e 犬夜叉3.0 LTM-TS,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,P_1b47bcd2f4,e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 盾の勇者の成り上がり アルティメット199ver.,P_7d4ca4a64a,e 盾の勇者の成り上がり アルティメット199ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 終末のワルキューレ EREA,P_3bf8ee0806,e 終末のワルキューレ EREA,P,,,スマパチ,series_name未分類のため確認推奨,pending
e 聖戦士ダンバイン3 ZEROSONIC GREA,P_2404fe9628,e 聖戦士ダンバイン3 ZEROSONIC GREA,P,,,スマパチ,series_name未分類のため確認推奨,pending
e86-エイティシックス- MAM2,P_7880fd1709,e86-エイティシックス- MAM2,P,,,スマパチ,series_name未分類のため確認推奨,pending
eうしおととら～神のせSPEC～ 150ver.,P_a9be3234e9,eうしおととら～神のせSPEC～ 150ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eとある科学の超電磁砲 PHASE NEXT LT RSY,P_1a4b45900e,eとある科学の超電磁砲 PHASE NEXT LT RSY,P,,,スマパチ,series_name未分類のため確認推奨,pending
eとある科学の超電磁砲 PHASE NEXT LTRSY,P_41c2e679b8,eとある科学の超電磁砲 PHASE NEXT LTRSY,P,,,スマパチ,series_name未分類のため確認推奨,pending
eぱちんこ 新・必殺仕置人S 激闘K6,P_e8c350dcf0,eぱちんこ 新・必殺仕置人S 激闘K6,P,,,スマパチ,series_name未分類のため確認推奨,pending
eひきこまり吸血姫の悶々 FHV,P_157d26301d,eひきこまり吸血姫の悶々 FHV,P,,,スマパチ,series_name未分類のため確認推奨,pending
eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,P_2cd30f649b,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,P,,,スマパチ,series_name未分類のため確認推奨,pending
eようこそ実力至上主義の教室へ MA,P_3d03eb465e,eようこそ実力至上主義の教室へ MA,P,,,スマパチ,series_name未分類のため確認推奨,pending
eアクダマドライブ EHLT,P_1f2ae4e51e,eアクダマドライブ EHLT,P,,,スマパチ,series_name未分類のため確認推奨,pending
eカケグルイ 7500ver,P_657ad4ab7e,eカケグルイ 7500ver,P,,,スマパチ,series_name未分類のため確認推奨,pending
eガールズ＆パンツァー 最終章 LAH1,P_ecca44c975,eガールズ＆パンツァー 最終章 LAH1,P,,,スマパチ,series_name未分類のため確認推奨,pending
eキャッツ・アイ H4YZ3,P_466030c8f4,eキャッツ・アイ H4YZ3,P,,,スマパチ,series_name未分類のため確認推奨,pending
eキョンシー ライトミドル 新CタイムVer.,P_b9a16e4dc2,eキョンシー ライトミドル 新CタイムVer.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eシャーマンキング MH,P_e9a919a361,eシャーマンキング MH,P,,,スマパチ,series_name未分類のため確認推奨,pending
eシャーマンキング でっけぇえなver.,P_d0908a228b,eシャーマンキング でっけぇえなver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eスマパチ フィーバーマクロスフロンティア5 V,P_175c2f55d7,eスマパチ フィーバーマクロスフロンティア5 V,P,,,スマパチ,series_name未分類のため確認推奨,pending
eパリピ孔明 NB,P_9b34b3f52b,eパリピ孔明 NB,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー デッドマウント・デスプレイ 魂神9000,P_1f02c418ae,eフィーバー デッドマウント・デスプレイ 魂神9000,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーBASTARD!! -暗黒の破壊神- G,P_90507120c0,eフィーバーBASTARD!! -暗黒の破壊神- G,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーうたわれるもの Z,P_d3f9ae54a2,eフィーバーうたわれるもの Z,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーからくりサーカス2 魔王ver.,P_ac10d15c2a,eフィーバーからくりサーカス2 魔王ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーもののがたり F,P_c0aded43ee,eフィーバーもののがたり F,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーキン肉マン,P_ab30d1aa63,eフィーバーキン肉マン,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,P_49e88d4a0d,eフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 G,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーダンベル何キロ持てる？2 F,P_0e23997986,eフィーバーダンベル何キロ持てる？2 F,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバーブルーロック MZ,P_0e37a6892d,eフィーバーブルーロック MZ,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー彼女、お借りします H,P_42f79e44aa,eフィーバー彼女、お借りします H,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー戦姫絶唱シンフォギア4 キャロルver.,P_c44357085d,eフィーバー戦姫絶唱シンフォギア4 キャロルver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- R,P_88c06bf5a6,eフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- R,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー炎炎ノ消防隊2 シンラver.,P_2cef84bc0b,eフィーバー炎炎ノ消防隊2 シンラver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eフィーバー炎炎ノ消防隊2 紅丸ver.,P_f9bcf5f2b3,eフィーバー炎炎ノ消防隊2 紅丸ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,P_0c1e74e7da,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,P,,,スマパチ,series_name未分類のため確認推奨,pending
eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,P_121656133d,eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,P,,,スマパチ,series_name未分類のため確認推奨,pending
eリコリス・リコイル M3,P_dc3a0db759,eリコリス・リコイル M3,P,,,スマパチ,series_name未分類のため確認推奨,pending
eリング 最恐領域 RHA,P_5baa4ca149,eリング 最恐領域 RHA,P,,,スマパチ,series_name未分類のため確認推奨,pending
eワンパンマン2～正義執行 LM10,P_e7e4214ec4,eワンパンマン2～正義執行 LM10,P,,,スマパチ,series_name未分類のため確認推奨,pending
e一方通行 とある魔術の禁書目録 JKZ,P_a630973d5f,e一方通行 とある魔術の禁書目録 JKZ,P,,,スマパチ,series_name未分類のため確認推奨,pending
e冒険島 EHLC2,P_032fc5ebe3,e冒険島 EHLC2,P,,,スマパチ,series_name未分類のため確認推奨,pending
e冥妃転生 CMP,P_a3d110e23b,e冥妃転生 CMP,P,,転生,スマパチ,series_name未分類のため確認推奨,pending
e冴えない彼女の育てかた LX04,P_f71a43c7a5,e冴えない彼女の育てかた LX04,P,,,スマパチ,series_name未分類のため確認推奨,pending
e地獄少女 7500Ver.,P_0a87b42857,e地獄少女 7500Ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e大工の源さん超韋駄天2 フルスイングLT,P_1abd3e7de8,e大工の源さん超韋駄天2 フルスイングLT,P,,,スマパチ,series_name未分類のため確認推奨,pending
e女神のカフェテラス FLX,P_782fd78664,e女神のカフェテラス FLX,P,,,スマパチ,series_name未分類のため確認推奨,pending
e女神のカフェテラス JLZ,P_0b692d67de,e女神のカフェテラス JLZ,P,,,スマパチ,series_name未分類のため確認推奨,pending
e新・必殺仕置人 超斬撃199,P_fd8ddc34c0,e新・必殺仕置人 超斬撃199,P,,,スマパチ,series_name未分類のため確認推奨,pending
e東京リベンジャーズ GFEC,P_65467f7c2e,e東京リベンジャーズ GFEC,P,,,スマパチ,series_name未分類のため確認推奨,pending
e源外伝 EPISODE OF -大龍- EHLG,P_8f5c0fb0bb,e源外伝 EPISODE OF -大龍- EHLG,P,,,スマパチ,series_name未分類のため確認推奨,pending
e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,P_7eaf9baba1,e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,P,,無双,スマパチ,series_name未分類のため確認推奨,pending
e真・一騎当千～軍神覚醒～ 319大入りver.,P_57adfa24e9,e真・一騎当千～軍神覚醒～ 319大入りver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e範馬刃牙 199ver.,P_d76de65c6e,e範馬刃牙 199ver.,P,,,スマパチ,series_name未分類のため確認推奨,pending
e範馬刃牙 XAM2,P_99cbb04ca4,e範馬刃牙 XAM2,P,,,スマパチ,series_name未分類のため確認推奨,pending
e聖闘士星矢 超流星CliMAX349 EHTA,P_bce238eba2,e聖闘士星矢 超流星CliMAX349 EHTA,P,,,スマパチ,series_name未分類のため確認推奨,pending
e蒼天の拳 羅龍 SREN,P_1b36a63df0,e蒼天の拳 羅龍 SREN,P,,,スマパチ,series_name未分類のため確認推奨,pending
e転生したらスライムだった件2 MF,P_24da02b850,e転生したらスライムだった件2 MF,P,,転生,スマパチ,series_name未分類のため確認推奨,pending
e閃乱カグラ LTM-JF,P_8e85d5162e,e閃乱カグラ LTM-JF,P,,,スマパチ,series_name未分類のため確認推奨,pending
e黄門ちゃま寿限無 LLサイズ 9HC3,P_1126d66c72,e黄門ちゃま寿限無 LLサイズ 9HC3,P,,,スマパチ,series_name未分類のため確認推奨,pending
ぱちんこCR一騎当千サバイバルソルジャー 319Ver.,P_64ebbdbd2a,ぱちんこCR一騎当千サバイバルソルジャー 319Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
ぱちんこCR偽物語 199Ver.,P_ae242c63df,ぱちんこCR偽物語 199Ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
ぱちんこCR聖戦士ダンバイン EWNB,P_f39c00a552,ぱちんこCR聖戦士ダンバイン EWNB,P,,,パチンコ,series_name未分類のため確認推奨,pending
ぱちんこCR聖戦士ダンバイン FWN,P_21f9173f52,ぱちんこCR聖戦士ダンバイン FWN,P,,,パチンコ,series_name未分類のため確認推奨,pending
ぱちんこCR蒼天の拳～天帰～ FWG,P_a8f43af5d4,ぱちんこCR蒼天の拳～天帰～ FWG,P,,,パチンコ,series_name未分類のため確認推奨,pending
アマデジPA笑ゥせぇるすまん ドーンといきまSHOW,P_273ac6979a,アマデジPA笑ゥせぇるすまん ドーンといきまSHOW,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
キュインぱちんこ P南国育ち デカパトver.,P_485f41fa0f,キュインぱちんこ P南国育ち デカパトver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
キュインぱちんこ P南国育ち デカパトver. 甘デジ,P_39079325ba,キュインぱちんこ P南国育ち デカパトver. 甘デジ,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デカスタP STEINS；GATE 0 まゆしぃば～じょん,P_76a5b7509c,デカスタP STEINS；GATE 0 まゆしぃば～じょん,P,,,パチンコ,series_name未分類のため確認推奨,pending
デジハネCRA聖戦士ダンバイン デジハネver.,P_8f41ceb319,デジハネCRA聖戦士ダンバイン デジハネver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネP 頭文字D せかんど GCPC,P_ff7bc32cec,デジハネP 頭文字D せかんど GCPC,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネP<物語>シリーズ セカンドシーズン GSA,P_20d7811c51,デジハネP<物語>シリーズ セカンドシーズン GSA,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネPA<物語>シリーズ セカンドシーズン GSA,P_a3145c65da,デジハネPA<物語>シリーズ セカンドシーズン GSA,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネPA交響詩篇エウレカセブン HI-EVOLUTION ZERO,P_9145d15e77,デジハネPA交響詩篇エウレカセブン HI-EVOLUTION ZERO,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネPあの日見た花の名前を僕達はまだ知らない。 GSC,P_45ed684bc5,デジハネPあの日見た花の名前を僕達はまだ知らない。 GSC,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネPモンスターハンターライズ GSPB,P_065a391e44,デジハネPモンスターハンターライズ GSPB,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネP七つの大罪 エリザベスver.,P_2b50d327f7,デジハネP七つの大罪 エリザベスver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,P_38e45b6980,デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
デジハネP聖戦士ダンバイン2 ZEROSONIC,P_25c02189b6,デジハネP聖戦士ダンバイン2 ZEROSONIC,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
"パチスロ Wake Up, Girls! Seven Memories",P_86ed0cb28e,"パチスロ Wake Up, Girls! Seven Memories",P,,,パチンコ,series_name未分類のため確認推奨,pending
パチスロ ツインエンジェルPARTY,P_c4a5468204,パチスロ ツインエンジェルPARTY,P,,,甘デジ/ライト,series_name未分類のため確認推奨,pending
パチンコCRクイーンズブレイド2 レイナ,P_ea40dc368c,パチンコCRクイーンズブレイド2 レイナ,P,,,パチンコ,series_name未分類のため確認推奨,pending
パチンコCR弾球黙示録カイジ沼3 利根川Ver.,P_cc6d57c1ee,パチンコCR弾球黙示録カイジ沼3 利根川Ver.,P,,,パチンコ,series_name未分類のため確認推奨,pending
秘宝伝～The Last～,P_3615b7ca95,秘宝伝～The Last～,P,,,パチンコ,series_name未分類のため確認推奨,pending
A-SLOTツインエンジェルBREAK,S_afe5fe46fa,A-SLOTツインエンジェルBREAK,S,,,スロット,series_name未分類のため確認推奨,pending
BIG島唄-30,S_a6cbd47edd,BIG島唄-30,S,,,スロット,series_name未分類のため確認推奨,pending
BLACK LAGOON ZERO bullet MAX,S_d9eb0fb836,BLACK LAGOON ZERO bullet MAX,S,,,スロット,series_name未分類のため確認推奨,pending
BLACK LAGOON2,S_a5f11f2195,BLACK LAGOON2,S,,,スロット,series_name未分類のため確認推奨,pending
BLACK LAGOON4,S_e0f6a81f98,BLACK LAGOON4,S,,,スロット,series_name未分類のため確認推奨,pending
CCエンジェル(2021年),S_923c176819,CCエンジェル(2021年),S,,,スロット,series_name未分類のため確認推奨,pending
Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,S_ea75d523e3,Cの衝撃!!P弾球黙示録カイジ5 電撃チャージ和也Ver.,S,,,スロット,series_name未分類のため確認推奨,pending
GⅠ優駿倶楽部,S_f543f3c3ce,GⅠ優駿倶楽部,S,,,スロット,series_name未分類のため確認推奨,pending
GⅠ優駿倶楽部3,S_b3768a1d8b,GⅠ優駿倶楽部3,S,,,スロット,series_name未分類のため確認推奨,pending
HIT128,S_c12e13f59d,HIT128,S,,,スロット,series_name未分類のため確認推奨,pending
L A-SLOT+ この素晴らしい世界に祝福を!,S_bbdaccba89,L A-SLOT+ この素晴らしい世界に祝福を!,S,,,スマスロ,series_name未分類のため確認推奨,pending
L A-SLOT+ ディスクアップ ULTRAREMIX,S_b9be424c14,L A-SLOT+ ディスクアップ ULTRAREMIX,S,,,スマスロ,series_name未分類のため確認推奨,pending
L D4DJ Pachi-Slot Mix,S_220a25739f,L D4DJ Pachi-Slot Mix,S,,,スマスロ,series_name未分類のため確認推奨,pending
L GⅠ優駿倶楽部黄金,S_1b927747a8,L GⅠ優駿倶楽部黄金,S,,,スマスロ,series_name未分類のため確認推奨,pending
L HEY!エリートサラリーマン鏡,S_587698411f,L HEY!エリートサラリーマン鏡,S,,,スマスロ,series_name未分類のため確認推奨,pending
L Sister Quest(2025年),S_5d887d8936,L Sister Quest(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
L Sky Love,S_35fbe8f732,L Sky Love,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ToLOVEるダークネス,S_6dbffef662,L ToLOVEるダークネス,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ToLOVEるダークネス TRANCE ver.8.7,S_2496d8b5d9,L ToLOVEるダークネス TRANCE ver.8.7,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ULTRAMAN,S_ace1b5cea0,L ULTRAMAN,S,,,スマスロ,series_name未分類のため確認推奨,pending
L にゃんこ大戦争 超神速,S_c0e769bb48,L にゃんこ大戦争 超神速,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ひぐらしのなく頃に 業,S_710dfd59f7,L ひぐらしのなく頃に 業,S,,,スマスロ,series_name未分類のため確認推奨,pending
L アカメが斬る!2,S_3be3f3689b,L アカメが斬る!2,S,,,スマスロ,series_name未分類のため確認推奨,pending
L アズールレーン THE ANIMATION,S_eda259c939,L アズールレーン THE ANIMATION,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ウルトラマンティガ,S_c01545042e,L ウルトラマンティガ,S,,,スマスロ,series_name未分類のため確認推奨,pending
L サラリーマン金太郎(2025年),S_3f57fd3866,L サラリーマン金太郎(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,S_9405f09016,L スマスロ デビル メイ クライ 5 スタイリッシュトライブ,S,,,スマスロ,series_name未分類のため確認推奨,pending
L スマスロ バイオハザード5(2025年),S_2efe74ed20,L スマスロ バイオハザード5(2025年),S,,,スマスロ,series_name未分類のため確認推奨,pending
L ダーリン・イン・ザ・フランキス,S_6b6dac98f1,L ダーリン・イン・ザ・フランキス,S,,,スマスロ,series_name未分類のため確認推奨,pending
L ベルセルク無双,S_ef92b3fc9e,L ベルセルク無双,S,,無双,スマスロ,series_name未分類のため確認推奨,pending
L リングにかけろ1 V,S_4313e68063,L リングにかけろ1 V,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 仮面ライダー 7RIDERS,S_edae19defc,L 仮面ライダー 7RIDERS,S,,,スマスロ,series_name未分類のため確認推奨,pending
L 仮面ライダー電王,S_fb5361c802,L 仮面ライダー電王,S,,,スマスロ,series_name未分類のため確認推奨,pending
