machine_id,machine_name,first_seen_date,last_seen_date,data_count,best_cert_machine_name,certification_date,similarity,judge,final_machine_name,memo
365,PAハイスクール・フリート スイートでハッピー!,2020-11-11,2020-12-16,6,PAハイスクール・フリート スイートでハッピー!,,1.0,ほぼ一致,,
728,PAビビッドレッド・オペレーション Sweetもも99ver.,2022-07-27,2022-09-07,7,PAビビッドレッド・オペレーション Sweetもも99ver.,,1.0,ほぼ一致,,
327,PAフィーバー バイオハザード リベレーションズ2 Light ver.,2020-07-29,2020-10-07,11,PAフィーバー バイオハザード リベレーションズ2 Light ver.,,1.0,ほぼ一致,,
884,PAフィーバー 機動戦士ガンダムユニコーン LIGHT ver.,2023-05-31,2023-10-11,20,PAフィーバー 機動戦士ガンダムユニコーン LIGHT ver.,,1.0,ほぼ一致,,
1130,PAフィーバーかぐや様は告らせたい Light ver.,2024-09-11,2024-10-30,8,PAフィーバーかぐや様は告らせたい Light ver.,,1.0,ほぼ一致,,
1397,PAフィーバーからくりサーカス2 Light ver.,2025-12-10,2026-01-21,6,PAフィーバーからくりサーカス2 Light ver.,,1.0,ほぼ一致,,
692,PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,2022-05-18,2022-06-15,5,PAフィーバーアイドルマスター ミリオンライブ! LIGHT VER.,,1.0,ほぼ一致,,
338,PAフィーバーアクエリオン ALL STARS LIGHT ver.,2020-08-26,2020-11-25,13,PAフィーバーアクエリオン ALL STARS LIGHT ver.,,1.0,ほぼ一致,,
178,PAフィーバースーパー戦隊 Light ver.,2019-12-11,2019-12-25,3,PAフィーバースーパー戦隊 Light ver.,,1.0,ほぼ一致,,
1363,PAフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.,2025-10-16,2025-11-05,4,PAフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.,,1.0,ほぼ一致,,
1020,PAフィーバーダンベル何キロ持てる? Light ver.,2024-02-14,2024-04-10,8,PAフィーバーダンベル何キロ持てる? Light ver.,,1.0,ほぼ一致,,
1034,PAフィーバーパワフル R,2024-03-13,2024-05-08,9,PAフィーバーパワフル R,,1.0,ほぼ一致,,
148,PAフィーバーマクロスフロンティア3 Light ver.,2019-10-30,2019-11-27,5,PAフィーバーマクロスフロンティア3 Light ver.,,1.0,ほぼ一致,,
769,PAフィーバーマクロスフロンティア4 88ver.,2022-10-12,2022-12-14,9,PAフィーバーマクロスフロンティア4 88ver.,,1.0,ほぼ一致,,
259,PAフィーバー機動戦士ガンダム 逆襲のシャア Light ver.,2020-03-25,2020-04-30,5,PAフィーバー機動戦士ガンダム 逆襲のシャア Light ver.,,1.0,ほぼ一致,,
881,PAフィーバー機動戦士ガンダムユニコーン LIGHT ver.,2023-05-24,2023-05-24,1,PAフィーバー 機動戦士ガンダムユニコーン LIGHT ver.,,1.0,ほぼ一致,,
1313,PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,2025-07-16,2025-08-06,4,PAフィーバー機動戦士ガンダムユニコーン 再来 99ver.,,1.0,ほぼ一致,,
746,PAフィーバー真花月2 Light Ver.,2022-08-31,2022-09-21,4,PAフィーバー真花月2 Light Ver.,,1.0,ほぼ一致,,
217,PAフィーバー蒼穹のファフナー2 Light ver.,2020-01-22,2020-02-05,3,PAフィーバー蒼穹のファフナー2 Light ver.,,1.0,ほぼ一致,,
354,PAヤッターマンVVV YBB,2020-10-14,2020-11-11,4,PAヤッターマンVVV YBB,,1.0,ほぼ一致,,
470,PAリング バースデイ 呪いの始まり FWC,2021-04-28,2021-05-26,5,PAリング バースデイ 呪いの始まり FWC,,1.0,ほぼ一致,,
538,PAリング 呪いの7日間2 FWA,2021-08-25,2024-03-06,74,PAリング 呪いの7日間2 FWA,,1.0,ほぼ一致,,
1142,PAワンパンマン 99ver.,2024-09-25,2024-10-09,3,PAワンパンマン 99ver.,,1.0,ほぼ一致,,
225,PAヱヴァンゲリヲン13 エクストラモデル,2020-02-12,2020-03-04,4,PAヱヴァンゲリヲン13 エクストラモデル,,1.0,ほぼ一致,,
1201,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,2025-01-15,2025-02-12,5,PA世紀末・天才バカボン～神SPEC凱旋～ 99ver.,,1.0,ほぼ一致,,
554,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,2021-09-29,2025-05-07,168,PA乗物娘 WITH CYBERJAPAN(R) DANCERS 77ver.,,1.0,ほぼ一致,,
1433,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,2026-02-11,2026-03-04,4,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,,1.0,ほぼ一致,,
882,PA元祖ギンギラパラダイス 強99ver.,2023-05-24,2023-07-05,7,PA元祖ギンギラパラダイス 強99ver.,,1.0,ほぼ一致,,
179,PA元祖大工の源さん WBE,2019-12-11,2020-03-04,12,PA元祖大工の源さん WBE,,1.0,ほぼ一致,,
752,PA元祖大工の源さん2 JBB,2022-09-14,2022-10-05,4,PA元祖大工の源さん2 JBB,,1.0,ほぼ一致,,
188,PA咲-Saki- 阿知賀編 99バージョン,2019-12-18,2019-12-25,2,PA咲-Saki- 阿知賀編 99バージョン,,1.0,ほぼ一致,,
427,PA大海物語4 スペシャル with アグネス・ラム RBA,2021-02-17,2023-09-06,85,PA大海物語4 スペシャル with アグネス・ラム RBA,,1.0,ほぼ一致,,
907,PA大海物語5 Withアグネス・ラム ARBC,2023-07-12,2026-06-24,148,PA大海物語5 Withアグネス・ラム ARBC,,1.0,ほぼ一致,,
1246,PA大海物語5 ブラック LT99ver.,2025-03-12,2026-06-24,64,PA大海物語5 ブラック LT99ver.,,1.0,ほぼ一致,,
673,PA巨人の星 一球入魂 明子2000Ver,2022-04-13,2022-04-27,3,PA巨人の星 一球入魂 明子2000Ver,,1.0,ほぼ一致,,
28,PA巨人の星～栄光の軌跡～ Light version,2019-09-04,2019-09-11,2,PA巨人の星～栄光の軌跡～ Light version,,1.0,ほぼ一致,,
234,PA怪盗おそ松さん HC-R,2020-02-19,2020-02-26,2,PA怪盗おそ松さん HC-R,,1.0,ほぼ一致,,
379,PA戦国BASARA N-5V1,2020-11-18,2020-12-23,6,PA戦国BASARA N-5V1,,1.0,ほぼ一致,,
428,PA新世紀エヴァンゲリオン 決戦 プレミアムモデル,2021-02-17,2022-04-06,41,PA新世紀エヴァンゲリオン 決戦 プレミアムモデル,,1.0,ほぼ一致,,
747,PA新海物語 ARBB,2022-08-31,2025-10-22,65,PA新海物語 ARBB,,1.0,ほぼ一致,,
1398,PA海物語 極JAPAN Withナギナミ HBD,2025-12-10,2026-04-01,9,PA海物語 極JAPAN Withナギナミ HBD,,1.0,ほぼ一致,,
208,PA海物語3R2 F,2020-01-15,2020-01-22,2,PA海物語3R2 F,,1.0,ほぼ一致,,
616,PA海物語3R2スペシャル MBA,2022-01-19,2022-02-09,4,PA海物語3R2スペシャル MBA,,1.0,ほぼ一致,,
1298,PA海物語3R3 LBA(クリスタルシェル),2025-06-11,2025-07-02,3,PA海物語3R3 LBA(クリスタルシェル),,1.0,ほぼ一致,,
1414,PA清流物語4 ウキウキ79ver.,2026-01-14,2026-03-18,10,PA清流物語4 ウキウキ79ver.,,1.0,ほぼ一致,,
954,PA激デジ ジューシーハニーハーレム RAY,2023-10-11,2024-01-24,15,PA激デジ ジューシーハニーハーレム RAY,,1.0,ほぼ一致,,
733,PA激デジ 真・牙狼 RBY4,2022-08-10,2023-02-15,21,PA激デジ 真・牙狼 RBY4,,1.0,ほぼ一致,,
671,PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,2022-03-30,2022-04-27,5,PA激デジ 笑ゥせぇるすまん 最後の忠告 MPY,,1.0,ほぼ一致,,
490,PA激デジジューシーハニー3 NCY,2021-06-02,2023-03-22,66,PA激デジジューシーハニー3 NCY,,1.0,ほぼ一致,,
1003,PA激デジ牙狼月虹ノ旅人 RL,2024-01-17,2024-02-28,7,PA激デジ牙狼月虹ノ旅人 RL,,1.0,ほぼ一致,,
29,PA真・怪獣王ゴジラ N2-K6,2019-09-04,2019-11-06,9,PA真・怪獣王ゴジラ N2-K6,,1.0,ほぼ一致,,
343,PA真・怪獣王ゴジラ NL-K1,2020-09-16,2023-03-22,21,PA真・怪獣王ゴジラ NL-K1,,1.0,ほぼ一致,,
883,PA真・怪獣王ゴジラ2 78Ver.,2023-05-24,2023-07-05,7,PA真・怪獣王ゴジラ2 78Ver.,,1.0,ほぼ一致,,
693,PA真・暴れん坊将軍 双撃 99Ver.,2022-05-18,2022-06-15,5,PA真・暴れん坊将軍 双撃 99Ver.,,1.0,ほぼ一致,,
674,PA真・花の慶次2 漆黒の衝撃 99ver.,2022-04-13,2022-05-18,5,PA真・花の慶次2 漆黒の衝撃 99ver.,,1.0,ほぼ一致,,
157,PA緋弾のアリアAA JD設定付,2019-11-13,2019-12-04,4,PA緋弾のアリアAA JD設定付,,1.0,ほぼ一致,,
403,PA緋弾のアリアⅢ FW設定付,2021-01-20,2021-03-03,7,PA緋弾のアリアⅢ FW設定付,,1.0,ほぼ一致,,
818,PA緋弾のアリア～緋弾覚醒編～甘デジver.,2023-01-18,2023-04-12,13,PA緋弾のアリア～緋弾覚醒編～甘デジver.,,1.0,ほぼ一致,,
1371,PA義風堂々!!～兼続と慶次～3 99Ver.,2025-10-29,2026-01-28,10,PA義風堂々!!～兼続と慶次～3 99Ver.,,1.0,ほぼ一致,,
122,PA聖闘士星矢4 The Battle of ”限界突破” 女神シリーズ,2019-09-25,2019-11-06,7,PA聖闘士星矢4 The Battle of ”限界突破” 女神シリーズ,,1.0,ほぼ一致,,
1217,PA花の慶次 裂 99ver.,2025-01-29,2025-04-09,10,PA花の慶次 裂 99ver.,,1.0,ほぼ一致,,
1495,PA花の慶次～傾奇一転 87ver.,2026-06-17,2026-06-24,2,PA花の慶次～傾奇一転 87ver.,,1.0,ほぼ一致,,
417,PA花の慶次～蓮 N-V,2021-02-03,2021-04-07,10,PA花の慶次～蓮 N-V,,1.0,ほぼ一致,,
404,PA貞子vs伽椰子 頂上決戦 FWA,2021-01-20,2021-02-03,3,PA貞子vs伽椰子 頂上決戦　FWA,,1.0,ほぼ一致,,
555,PA遠山の金さん2 遠山桜と華の密偵 JWD,2021-09-29,2021-10-06,2,PA遠山の金さん2 遠山桜と華の密偵 JWD,,1.0,ほぼ一致,,
1399,PA野生の王国Ⅵ N2,2025-12-10,2026-04-22,16,PA野生の王国Ⅵ N2,,1.0,ほぼ一致,,
656,PA野生の王国～どらむサファリ～ 99Ver.,2022-03-16,2022-11-02,26,PA野生の王国～どらむサファリ～ 99Ver.,,1.0,ほぼ一致,,
226,PA鉄拳 極 SWEET COMBO VER.,2020-02-12,2020-04-15,10,PA鉄拳 極 SWEET COMBO VER.,,1.0,ほぼ一致,,
1178,PA銀河英雄伝説 Die Neue These 遊パチスペック,2024-11-27,2024-12-25,5,PA銀河英雄伝説 Die Neue These 遊パチスペック,,1.0,ほぼ一致,,
1252,PA魔王学院の不適合者 魔王再臨 99Ver,2025-03-26,2025-08-06,14,PA魔王学院の不適合者 魔王再臨 99Ver,,1.0,ほぼ一致,,
479,PDD北斗の拳2 ついでに愛を取り戻せ!! ケンシロウ319Ver.,2021-05-19,2021-06-16,5,P DD北斗の拳2 ついでに愛を取り戻せ!! ケンシロウ319Ver.,,1.0,ほぼ一致,,
1227,PLT OVERLORD魔導王光臨 129ver.,2025-02-12,2025-03-12,5,PLT OVERLORD魔導王光臨 129ver.,,1.0,ほぼ一致,,
1035,PLT OVERLORD魔導王光臨 ME,2024-03-13,2024-07-10,14,PLT OVERLORD魔導王光臨 ME,,1.0,ほぼ一致,,
1202,PLTジューシーハニー極嬢 MA,2025-01-15,2025-03-12,9,PLTジューシーハニー極嬢 MA,,1.0,ほぼ一致,,
1278,PLT世界でいちばん強くなりたい!2 MQ,2025-05-14,2025-06-04,4,PLT世界でいちばん強くなりたい!2 MQ,,1.0,ほぼ一致,,
1299,PLT激デジ ジューシーハニー極嬢 77LT-ARB,2025-06-11,2025-09-24,12,PLT激デジ ジューシーハニー極嬢 77LT-ARB,,1.0,ほぼ一致,,
149,PYRAMID EYE,2019-10-30,2019-11-13,3,PYRAMID EYE,,1.0,ほぼ一致,,
1285,P【超甘LT】江頭2:50inナナシー 奇跡の99%,2025-05-21,2025-06-04,3,P【超甘LT】江頭2:50inナナシー 奇跡の99%,,1.0,ほぼ一致,,
1423,P【超甘LT】華牌RR 1/49×99de遊タイム,2026-01-28,2026-02-25,5,P【超甘LT】華牌RR 1/49×99de遊タイム,,1.0,ほぼ一致,,
1356,P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,2025-10-01,2025-10-01,1,P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,,1.0,ほぼ一致,,
30,Pあの日見た花の名前を僕達はまだ知らない。 SLJA,2019-09-04,2019-09-04,1,Pあの日見た花の名前を僕達はまだ知らない。 SLJA,,1.0,ほぼ一致,,
707,Pあぶない刑事 129ver.,2022-06-15,2022-07-20,6,Pあぶない刑事 129ver.,,1.0,ほぼ一致,,
525,Pあぶない刑事 M4-Z YT900,2021-08-11,2021-10-20,11,Pあぶない刑事 M4-Z YT900,,1.0,ほぼ一致,,
1143,Pいくさの子 織田三郎信長伝 GFPF,2024-09-25,2024-10-16,4,Pいくさの子 織田三郎信長伝 GFPF,,1.0,ほぼ一致,,
770,Pうしおととら～超獣SPEC～ FM-JH,2022-10-12,2023-01-04,12,Pうしおととら～超獣SPEC～ FM-JH,,1.0,ほぼ一致,,
559,Pうまい棒 4500から10500 V1,2021-10-13,2021-10-20,2,Pうまい棒 4500から10500 V1,,1.0,ほぼ一致,,
569,Pうまい棒 4500～10500,2021-10-27,2025-04-09,121,Pうまい棒 4500～10500,,1.0,ほぼ一致,,
1253,Pうまい棒2 V3,2025-03-26,2025-12-31,36,Pうまい棒2 V3,,1.0,ほぼ一致,,
1254,Pうる星やつら～Eternal Love Song～ 129ver.,2025-03-26,2025-05-07,7,Pうる星やつら～Eternal Love Song～ 129ver.,,1.0,ほぼ一致,,
1086,Pうる星やつら～Eternal Love Song～ L2-K,2024-06-12,2024-08-28,11,Pうる星やつら～Eternal Love Song～ L2-K,,1.0,ほぼ一致,,
1185,Pえとたま2 神祭 MY,2024-12-11,2025-01-08,4,Pえとたま2 神祭 MY,,1.0,ほぼ一致,,
1455,Pえとたま2 神祭 干支甘,2026-03-25,2026-04-15,4,Pえとたま2 神祭 干支甘,,1.0,ほぼ一致,,
366,Pおそ松さんの頑張れ! ゴールデンロード 625Ver.,2020-11-11,2020-11-18,2,Pおそ松さんの頑張れ! ゴールデンロード 625Ver.,,1.0,ほぼ一致,,
31,Pおばけらんど 怪 199Ver.,2019-09-04,2019-09-18,3,Pおばけらんど 怪 199Ver.,,1.0,ほぼ一致,,
32,Pおばけらんど 怪 319Ver.(威吹枠),2019-09-04,2019-09-11,2,Pおばけらんど 怪 319Ver.(威吹枠),,1.0,ほぼ一致,,
1036,Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,2024-03-13,2024-05-01,8,Pこの素晴らしい世界に祝福を 199LT「このラッキートリガーに祝福を!」,,1.0,ほぼ一致,,
1070,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,2024-05-08,2024-07-31,13,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,,1.0,ほぼ一致,,
33,Pすしざんまい 極上5700,2019-09-04,2019-10-23,8,Pすしざんまい 極上5700,,1.0,ほぼ一致,,
857,Pだるまっしゅ2 119ver.,2023-04-05,2023-04-05,1,Pだるまっしゅ2 119ver.,,1.0,ほぼ一致,,
719,Pだるまっしゅ2 M7-KC,2022-07-13,2022-08-17,6,Pだるまっしゅ2 M7-KC,,1.0,ほぼ一致,,
622,Pとある科学の超電磁砲 FSB,2022-02-02,2023-05-10,62,Pとある科学の超電磁砲 FSB,,1.0,ほぼ一致,,
852,Pとある科学の超電磁砲 最強御坂ver.,2023-03-29,2023-08-23,21,Pとある科学の超電磁砲 最強御坂ver.,,1.0,ほぼ一致,,
1131,Pとある科学の超電磁砲2 JMB,2024-09-11,2025-01-08,11,Pとある科学の超電磁砲2 JMB,,1.0,ほぼ一致,,
367,Pとある魔術の禁書目録 JUA,2020-11-11,2021-07-28,32,Pとある魔術の禁書目録 JUA,,1.0,ほぼ一致,,
657,Pとある魔術の禁書目録 Light PREMIUM ver.,2022-03-16,2022-06-08,12,Pとある魔術の禁書目録 Light PREMIUM ver.,,1.0,ほぼ一致,,
1004,Pとある魔術の禁書目録2 JMZ,2024-01-17,2024-08-21,29,Pとある魔術の禁書目録2 JMZ,,1.0,ほぼ一致,,
1228,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,2025-02-12,2025-11-05,35,Pとある魔術の禁書目録2 Light PREMIUM 2000 ver.,,1.0,ほぼ一致,,
694,Pはぐれ刑事純情派 L6-XY,2022-05-18,2022-06-15,5,Pはぐれ刑事純情派 L6-XY,,1.0,ほぼ一致,,
1380,Pはねものファインプレー H3,2025-11-12,2026-04-15,20,Pはねものファインプレー H3,,1.0,ほぼ一致,,
734,Pぱちんこ GANTZ:3 LAST BATTLE M3,2022-08-10,2022-10-05,9,Pぱちんこ GANTZ:3 LAST BATTLE M3,,1.0,ほぼ一致,,
462,Pぱちんこ GANTZ極 M3,2021-04-14,2021-09-01,21,Pぱちんこ GANTZ極 M3,,1.0,ほぼ一致,,
955,Pぱちんこ GANTZ覚醒 RUSH180,2023-10-11,2024-02-07,17,Pぱちんこ GANTZ覚醒 RUSH180,,1.0,ほぼ一致,,
381,Pぱちんこ ウルトラセブン 超乱舞,2020-11-25,2021-01-13,8,Pぱちんこ ウルトラセブン 超乱舞,,1.0,ほぼ一致,,
471,Pぱちんこ ウルトラマンタロウ2,2021-04-28,2021-07-21,13,Pぱちんこ ウルトラマンタロウ2,,1.0,ほぼ一致,,
901,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,2023-06-21,2023-07-26,6,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,,1.0,ほぼ一致,,
658,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,2022-03-16,2022-06-08,12,Pぱちんこ キン肉マン3 キン肉星王位争奪編 友情シルバー,,1.0,ほぼ一致,,
659,Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,2022-03-16,2022-06-08,12,Pぱちんこ キン肉マン3 キン肉星王位争奪編 火事場ゴールド,,1.0,ほぼ一致,,
1229,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,2025-02-12,2025-10-01,32,Pぱちんこ シン・エヴァンゲリオン 129 LT ver.,,1.0,ほぼ一致,,
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,2023-12-27,2025-05-07,67,Pぱちんこ シン・エヴァンゲリオン Type レイ,,1.0,ほぼ一致,,
903,Pぱちんこ 乃木坂46 キュンキュンLIGHT ver.,2023-06-28,2023-07-26,5,Pぱちんこ 乃木坂46 キュンキュンLIGHT ver.,,1.0,ほぼ一致,,
843,Pぱちんこ 乃木坂46 トレジャースペック KCJ2,2023-03-15,2023-07-05,15,Pぱちんこ 乃木坂46 トレジャースペック KCJ2,,1.0,ほぼ一致,,
970,Pぱちんこ 水戸黄門 超極上 KC1,2023-11-22,2024-01-10,8,Pぱちんこ 水戸黄門 超極上 KC1,,1.0,ほぼ一致,,
180,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,2019-12-11,2020-01-15,5,PぱちんこAKB48 ワン・ツー・スリー!!フェスティバル L1,,1.0,ほぼ一致,,
171,PぱちんこAKB48-3～誇りの丘～ Light Version,2019-11-27,2019-12-11,3,PぱちんこAKB48-3～誇りの丘～ Light Version,,1.0,ほぼ一致,,
443,PぱちんこGANTZ:2 Sweet ばーじょん,2021-03-17,2021-08-04,21,PぱちんこGANTZ:2 Sweet ばーじょん,,1.0,ほぼ一致,,
800,Pぱちんこアズールレーン THE ANIMATION MC2,2022-12-14,2023-05-10,21,Pぱちんこアズールレーン THE ANIMATION MC2,,1.0,ほぼ一致,,
218,Pぱちんこウルトラ6兄弟 K3,2020-01-29,2020-04-30,11,Pぱちんこウルトラ6兄弟 K3,,1.0,ほぼ一致,,
638,Pぱちんこウルトラマンタロウ2 超決戦LIGHT ver.,2022-02-16,2022-04-06,8,Pぱちんこウルトラマンタロウ2 超決戦LIGHT ver.,,1.0,ほぼ一致,,
771,Pぱちんこウルトラマンティガ K17,2022-10-12,2023-01-11,14,Pぱちんこウルトラマンティガ K17,,1.0,ほぼ一致,,
891,Pぱちんこウルトラマンティガ ウルトラ超光ライトver.,2023-06-14,2023-06-14,1,Pぱちんこ ウルトラマンティガ ウルトラ超光ライトver.,,1.0,ほぼ一致,,
209,Pぱちんこガラスの仮面 M-K1,2020-01-15,2020-02-05,4,Pぱちんこガラスの仮面 M-K1,,1.0,ほぼ一致,,
210,Pぱちんこガラスの仮面 ML-K1,2020-01-15,2020-02-05,4,Pぱちんこガラスの仮面 ML-K1,,1.0,ほぼ一致,,
588,Pぱちんこ乃木坂46 KJ2,2021-12-01,2022-02-09,11,Pぱちんこ乃木坂46 KJ2,,1.0,ほぼ一致,,
510,Pぱちんこ仮面ライダー GO-ON LIGHT,2021-06-30,2022-04-20,22,Pぱちんこ仮面ライダー GO-ON LIGHT,,1.0,ほぼ一致,,
344,Pぱちんこ仮面ライダー 轟音 M6,2020-09-16,2020-10-28,7,Pぱちんこ仮面ライダー 轟音 M6,,1.0,ほぼ一致,,
675,Pぱちんこ仮面ライダー 闇のライダーver. K2,2022-04-13,2022-04-27,3,Pぱちんこ仮面ライダー 闇のライダーver. K2,,1.0,ほぼ一致,,
392,Pぱちんこ冬のソナタForever M2,2021-01-04,2021-02-17,8,Pぱちんこ冬のソナタForever M2,,1.0,ほぼ一致,,
368,Pぱちんこ劇場版魔法少女まどか☆マギカ キュウべえver.,2020-11-11,2021-02-03,13,Pぱちんこ劇場版魔法少女まどか☆マギカ キュウべえver.,,1.0,ほぼ一致,,
150,Pぱちんこ劇場版魔法少女まどか☆マギカ 悪魔ほむらVER.,2019-10-30,2020-04-30,13,Pぱちんこ劇場版魔法少女まどか☆マギカ 悪魔ほむらVER.,,1.0,ほぼ一致,,
455,Pぱちんこ戦国コレクション LU,2021-03-31,2021-07-21,16,Pぱちんこ戦国コレクション LU,,1.0,ほぼ一致,,
672,Pぱちんこ戦国コレクションBLACK LA,2022-03-30,2022-05-11,6,Pぱちんこ戦国コレクションBLACK LA,,1.0,ほぼ一致,,
34,Pぱちんこ新・必殺仕置人 K3,2019-09-04,2020-01-08,12,Pぱちんこ新・必殺仕置人 K3,,1.0,ほぼ一致,,
123,Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,2019-09-25,2019-10-30,6,Pぱちんこ新鬼武者 狂鬼乱舞 ズバババ90XX9,,1.0,ほぼ一致,,
1056,Pひぐらしのなく頃に 輪廻転生 FM-JT,2024-04-17,2024-07-10,11,Pひぐらしのなく頃に 輪廻転生 FM-JT,,1.0,ほぼ一致,,
304,Pひぐらしのなく頃に～廻～ 219ver.,2020-06-03,2020-09-09,16,Pひぐらしのなく頃に～廻～ 219ver.,,1.0,ほぼ一致,,
211,Pひぐらしのなく頃に～廻～ AM,2020-01-15,2021-01-06,30,Pひぐらしのなく頃に～廻～ AM,,1.0,ほぼ一致,,
328,Pひぐらしのなく頃に～憩～ 119ver.,2020-07-29,2021-01-13,23,Pひぐらしのなく頃に～憩～ 119ver.,,1.0,ほぼ一致,,
429,Pひぐらしのなく頃に～瞬～ AM-S,2021-02-17,2021-03-24,6,Pひぐらしのなく頃に～瞬～ AM-S,,1.0,ほぼ一致,,
748,Pひぐらしのなく頃に～蕾～ FH-T,2022-08-31,2022-11-02,9,Pひぐらしのなく頃に～蕾～ FH-T,,1.0,ほぼ一致,,
104,Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,2019-09-11,2019-10-23,7,Pぶいぶい!ゴジラ かいじゅう大集合!! M3-K1,,1.0,ほぼ一致,,
219,Pほのかとクールポコと、ときどき武藤敬司 Y3F,2020-01-29,2020-02-19,4,Pほのかとクールポコと、ときどき武藤敬司 Y3F,,1.0,ほぼ一致,,
526,Pまわるん大海物語4 スペシャル with アグネス・ラム 119ver.,2021-08-11,2023-07-05,58,Pまわるん大海物語4 スペシャル with アグネス・ラム 119ver.,,1.0,ほぼ一致,,
520,Pめぞん一刻～Wedding Story～ H1YX1,2021-07-28,2021-08-25,5,Pめぞん一刻～Wedding Story～ H1YX1,,1.0,ほぼ一致,,
717,Pめぞん一刻～Wedding Story～ 甘デジ,2022-07-06,2022-08-10,6,Pめぞん一刻～Wedding Story～ 甘デジ,,1.0,ほぼ一致,,
808,Pもっとあぶない刑事 L3-MX,2022-12-28,2023-01-25,5,Pもっとあぶない刑事 L3-MX,,1.0,ほぼ一致,,
885,Pやじきた道中記 MM,2023-05-31,2023-09-06,15,Pやじきた道中記 MM,,1.0,ほぼ一致,,
1005,Pやじきた道中記 甘味ver.,2024-01-17,2024-02-14,5,Pやじきた道中記 甘味ver.,,1.0,ほぼ一致,,
606,Pらんま1/2 熱血格闘遊戯 199Ver.,2021-12-29,2022-06-08,23,Pらんま1/2 熱血格闘遊戯 199Ver.,,1.0,ほぼ一致,,
695,Pらんま1/2 熱血格闘遊戯 99Ver.,2022-05-18,2023-03-08,22,Pらんま1/2 熱血格闘遊戯 99Ver.,,1.0,ほぼ一致,,
1037,Pわんニャンアドベンチャー 119ver.,2024-03-13,2024-04-24,7,Pわんニャンアドベンチャー 119ver.,,1.0,ほぼ一致,,
892,Pわんニャンアドベンチャー HCB,2023-06-14,2023-08-09,9,Pわんニャンアドベンチャー HCB,,1.0,ほぼ一致,,
246,Pアクエリオン ALL STARS bV,2020-03-11,2020-08-19,19,Pアクエリオン ALL STARS bV,,1.0,ほぼ一致,,
1099,Pアズールレーン THE ANIMATION 異次元トリガー M4,2024-07-17,2024-09-11,8,P アズールレーン THE ANIMATION 異次元トリガー M4,,1.0,ほぼ一致,,
339,Pアナザーゴッドハーデス ザ ワールド SC,2020-08-26,2020-10-28,10,Pアナザーゴッドハーデス ザ ワールド SC,,1.0,ほぼ一致,,
908,Pアナザーゴッドハーデス-狂乱- MC,2023-07-12,2023-08-02,4,Pアナザーゴッドハーデス-狂乱- MC,,1.0,ほぼ一致,,
1260,Pアナザーゴッドハーデス-獄炎- SB,2025-04-16,2025-05-21,6,Pアナザーゴッドハーデス-獄炎- SB,,1.0,ほぼ一致,,
405,Pアナザーゴッドポセイドン-怒濤の神撃- MH,2021-01-20,2021-02-10,4,Pアナザーゴッドポセイドン-怒濤の神撃- MH,,1.0,ほぼ一致,,
676,Pアレジン プレミアム FMG,2022-04-13,2022-05-11,4,Pアレジン プレミアム FMG,,1.0,ほぼ一致,,
589,Pカイジ 鉄骨渡り勝負編 7000,2021-12-01,2022-06-08,26,Pカイジ 鉄骨渡り勝負編 7000,,1.0,ほぼ一致,,
480,Pガールズ＆パンツァー 劇場版 L9YU3Y,2021-05-19,2021-08-04,12,Pガールズ＆パンツァー 劇場版 L9YU3Y,,1.0,ほぼ一致,,
595,Pガールズ＆パンツァー 劇場版 甘デジ,2021-12-15,2022-02-24,10,Pガールズ＆パンツァー 劇場版 甘デジ,,1.0,ほぼ一致,,
463,Pガールフレンド(仮) M2-K YT500,2021-04-14,2021-06-02,8,Pガールフレンド(仮) M2-K YT500,,1.0,ほぼ一致,,
