machine_id,machine_name,category,report_date,maker_name,series_name,machine_type,is_smart,is_lt,latest_operation,avg_operation_4w,avg_operation_12w,avg_operation_all,max_operation,min_operation,operation_contribution_weeks,latest_sales,avg_sales_4w,avg_sales_12w,avg_sales_all,latest_gross_profit,avg_gross_profit_4w,avg_gross_profit_12w,avg_gross_profit_all,profit_tolerance_score,popularity_score,profit_score,lifecycle_score,market_score,asset_score,recommendation_score,overall_score,overall_grade,score_reason,ai_comment,current_operation_score,latest_operation_score,trend_score,profit_power_score,profit_stability_score,lifecycle_power_score,market_power_score,sns_power_score,active_popularity_score_v2,profit_score_v2,lifecycle_score_v2,asset_score_v2,overall_score_v2,overall_grade_v2,active_rank,profit_rank,lifecycle_rank,overall_rank,score_reason_v2,ai_comment_v2
P_4e40148999,P NEW TOKIO ハカマタイプ,P,2026-06-24,アムテックス,,パチンコ,False,False,15490,14971.666666666666,15269.0,15608.315217391304,23900,13310,184,9597,9322.333333333334,9512.2,9867.391304347826,734,791.1666666666666,910.4,1219.429347826087,16.58,32.61,13.37,54.03,0,28.24,35.58,31.65,D,"直近4週稼働=14972, 最新稼働=15490, 平均粗利4週=791, 稼働貢献週=184",P NEW TOKIO ハカマタイプは直近4週平均稼働14972、最新稼働15490。人気指数32.6、粗利指数13.4、寿命指数54.0。,35.14,31.73,100.76,8.88,8.39,81.42,50,50,46.19,21.29,70.58,42.73,44.32,C,17,44,1,11,直近4週稼働スコア35.1 / 最新稼働スコア31.7 / トレンドスコア100.8 / 粗利スコア8.9 / 稼働貢献スコア81.4 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,P NEW TOKIO ハカマタイプは、現役人気指数46.2、粗利指数21.3、寿命指数70.6、総合評価44.3（C）。主な根拠は、直近4週稼働スコア35.1 / 最新稼働スコア31.7 / トレンドスコア100.8 / 粗利スコア8.9 / 稼働貢献スコア81.4 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_ce89b519ec,e 化物語 鬼99ver.,P,2026-06-24,サミー,,スマパチ,True,False,16140,18115.0,18115.0,18115.0,20090,16140,2,37255,41532.0,41532.0,41532.0,7490,8326.5,8326.5,8326.5,43.17,31.57,46.15,17.73,0,35.36,29.94,32.83,D,"直近4週稼働=18115, 最新稼働=16140, 平均粗利4週=8326, 稼働貢献週=2",e 化物語 鬼99ver.は直近4週平均稼働18115、最新稼働16140。人気指数31.6、粗利指数46.1、寿命指数17.7。,42.52,33.37,94.55,50.32,46.68,0.88,50,50,48.7,43.09,34.94,44.11,43.86,C,13,9,53,12,直近4週稼働スコア42.5 / 最新稼働スコア33.4 / トレンドスコア94.5 / 粗利スコア50.3 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,e 化物語 鬼99ver.は、現役人気指数48.7、粗利指数43.1、寿命指数34.9、総合評価43.9（C）。主な根拠は、直近4週稼働スコア42.5 / 最新稼働スコア33.4 / トレンドスコア94.5 / 粗利スコア50.3 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_548059b053,Pポチッと一発!おだてブタ2 V1,P,2026-06-24,アムテックス,,パチンコ,False,False,17180,17196.666666666668,17486.153846153848,19606.72131147541,42870,16360,122,10269,10114.333333333334,10345.153846153846,11798.524590163934,1042,823.1666666666666,989.3076923076924,1552.532786885246,19.37,34.31,15.07,43.28,0,27.45,34.05,30.61,D,"直近4週稼働=17197, 最新稼働=17180, 平均粗利4週=823, 稼働貢献週=122",Pポチッと一発!おだてブタ2 V1は直近4週平均稼働17197、最新稼働17180。人気指数34.3、粗利指数15.1、寿命指数43.3。,40.37,35.99,99.12,9.06,8.8,53.98,50,50,49.31,19.76,59.21,41.02,42.66,C,11,56,5,13,直近4週稼働スコア40.4 / 最新稼働スコア36.0 / トレンドスコア99.1 / 粗利スコア9.1 / 稼働貢献スコア54.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Pポチッと一発!おだてブタ2 V1は、現役人気指数49.3、粗利指数19.8、寿命指数59.2、総合評価42.7（C）。主な根拠は、直近4週稼働スコア40.4 / 最新稼働スコア36.0 / トレンドスコア99.1 / 粗利スコア9.1 / 稼働貢献スコア54.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_e906c3d7de,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,P,2026-06-24,高尾(オーイズミ),,スマパチ,True,False,14230,17320.0,17320.0,17320.0,20410,14230,2,33688,40680.5,40680.5,40680.5,7145,8658.0,8658.0,8658.0,43.21,28.93,46.93,16.66,0,34.58,28.17,31.54,D,"直近4週稼働=17320, 最新稼働=14230, 平均粗利4週=8658, 稼働貢献週=2",e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1Aは直近4週平均稼働17320、最新稼働14230。人気指数28.9、粗利指数46.9、寿命指数16.7。,40.66,28.54,91.08,52.14,48.4,0.88,50,50,45.99,43.97,33.78,43.24,42.63,C,18,8,58,14,直近4週稼働スコア40.7 / 最新稼働スコア28.5 / トレンドスコア91.1 / 粗利スコア52.1 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1Aは、現役人気指数46.0、粗利指数44.0、寿命指数33.8、総合評価42.6（C）。主な根拠は、直近4週稼働スコア40.7 / 最新稼働スコア28.5 / トレンドスコア91.1 / 粗利スコア52.1 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_a3d110e23b,e冥妃転生 CMP,P,2026-06-24,メーシー,,スマパチ,True,False,15810,18045.0,18045.0,18045.0,20280,15810,2,38274,43146.0,43146.0,43146.0,7229,7391.0,7391.0,7391.0,40.25,30.9,42.3,17.63,0,33.38,28.99,31.34,D,"直近4週稼働=18045, 最新稼働=15810, 平均粗利4週=7391, 稼働貢献週=2",e冥妃転生 CMPは直近4週平均稼働18045、最新稼働15810。人気指数30.9、粗利指数42.3、寿命指数17.6。,42.36,32.53,93.81,45.17,41.85,0.88,50,50,48.27,39.52,34.75,42.68,42.54,C,15,13,54,15,直近4週稼働スコア42.4 / 最新稼働スコア32.5 / トレンドスコア93.8 / 粗利スコア45.2 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,e冥妃転生 CMPは、現役人気指数48.3、粗利指数39.5、寿命指数34.8、総合評価42.5（C）。主な根拠は、直近4週稼働スコア42.4 / 最新稼働スコア32.5 / トレンドスコア93.8 / 粗利スコア45.2 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_967eaacce0,e バイオハザード6 APN,P,2026-06-24,七匠,,スマパチ,True,False,11280,19240.0,19240.0,19240.0,29830,11280,6,27456,46607.833333333336,46607.833333333336,46607.833333333336,5658,8745.833333333334,8745.833333333334,8745.833333333334,45.78,29.07,48.63,20.12,0,36.08,29.38,32.87,D,"直近4週稼働=19240, 最新稼働=11280, 平均粗利4週=8746, 稼働貢献週=6",e バイオハザード6 APNは直近4週平均稼働19240、最新稼働11280。人気指数29.1、粗利指数48.6、寿命指数20.1。,45.16,21.09,79.31,52.62,48.85,2.65,50,50,43.79,45.38,33.34,42.88,41.96,C,24,7,60,16,直近4週稼働スコア45.2 / 最新稼働スコア21.1 / トレンドスコア79.3 / 粗利スコア52.6 / 稼働貢献スコア2.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,e バイオハザード6 APNは、現役人気指数43.8、粗利指数45.4、寿命指数33.3、総合評価42.0（C）。主な根拠は、直近4週稼働スコア45.2 / 最新稼働スコア21.1 / トレンドスコア79.3 / 粗利スコア52.6 / 稼働貢献スコア2.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_a9fd9309b8,e牙狼12黄金騎士極限 XX-MJ,P,2026-06-24,サンセイR&D,牙狼,スマパチ,True,False,16870,17186.666666666668,18354.615384615383,21201.86046511628,39080,16270,43,39281,39977.833333333336,42637.53846153846,49606.53488372093,4676,4374.166666666667,4943.384615384615,6562.069767441861,30.09,31.6,29.46,26.49,0,29.62,29.98,29.85,D,"直近4週稼働=17187, 最新稼働=16870, 平均粗利4週=4374, 稼働貢献週=43",e牙狼12黄金騎士極限 XX-MJは直近4週平均稼働17187、最新稼働16870。人気指数31.6、粗利指数29.5、寿命指数26.5。,40.34,35.21,95.9,28.58,29.21,19.03,50,50,48.58,30.1,42.83,41.1,41.69,C,14,22,19,17,直近4週稼働スコア40.3 / 最新稼働スコア35.2 / トレンドスコア95.9 / 粗利スコア28.6 / 稼働貢献スコア19.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,e牙狼12黄金騎士極限 XX-MJは、現役人気指数48.6、粗利指数30.1、寿命指数42.8、総合評価41.7（C）。主な根拠は、直近4週稼働スコア40.3 / 最新稼働スコア35.2 / トレンドスコア95.9 / 粗利スコア28.6 / 稼働貢献スコア19.0 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_5c8f77afef,PA花の慶次～傾奇一転 87ver.,P,2026-06-24,ニューギン,花の慶次,甘デジ/ライト,False,False,16570,18475.0,18475.0,18475.0,20380,16570,2,24937,27197.5,27197.5,27197.5,5623,5920.5,5920.5,5920.5,36.32,31.7,36.64,18.21,0,31.22,28.86,30.19,D,"直近4週稼働=18475, 最新稼働=16570, 平均粗利4週=5920, 稼働貢献週=2",PA花の慶次～傾奇一転 87ver.は直近4週平均稼働18475、最新稼働16570。人気指数31.7、粗利指数36.6、寿命指数18.2。,43.37,34.45,94.84,37.09,34.26,0.88,50,50,49.41,34.16,35.21,41.29,41.54,C,10,19,52,18,直近4週稼働スコア43.4 / 最新稼働スコア34.5 / トレンドスコア94.8 / 粗利スコア37.1 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,PA花の慶次～傾奇一転 87ver.は、現役人気指数49.4、粗利指数34.2、寿命指数35.2、総合評価41.5（C）。主な根拠は、直近4週稼働スコア43.4 / 最新稼働スコア34.5 / トレンドスコア94.8 / 粗利スコア37.1 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_657ad4ab7e,eカケグルイ 7500ver,P,2026-06-24,ディ・ライト,,スマパチ,True,False,11060,19876.666666666668,19876.666666666668,19876.666666666668,30650,11060,6,27599,49551.0,49551.0,49551.0,4716,7932.166666666667,7932.166666666667,7932.166666666667,44.1,29.48,45.79,20.97,0,35.12,29.47,32.42,D,"直近4週稼働=19877, 最新稼働=11060, 平均粗利4週=7932, 稼働貢献週=6",eカケグルイ 7500verは直近4週平均稼働19877、最新稼働11060。人気指数29.5、粗利指数45.8、寿命指数21.0。,46.66,20.54,77.82,48.15,44.65,2.65,50,50,44.0,42.6,33.42,41.99,41.23,C,21,10,59,19,直近4週稼働スコア46.7 / 最新稼働スコア20.5 / トレンドスコア77.8 / 粗利スコア48.1 / 稼働貢献スコア2.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,eカケグルイ 7500verは、現役人気指数44.0、粗利指数42.6、寿命指数33.4、総合評価41.2（C）。主な根拠は、直近4週稼働スコア46.7 / 最新稼働スコア20.5 / トレンドスコア77.8 / 粗利スコア48.1 / 稼働貢献スコア2.6 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_fd7bd6fc9b,PAスーパー海物語IN沖縄6 Withえなこ RBD,P,2026-06-24,三洋,海物語,甘デジ/ライト,False,False,17930,20390.0,20390.0,20390.0,22850,17930,2,22286,24952.0,24952.0,24952.0,4001,4094.0,4094.0,4094.0,33.1,34.89,30.58,20.76,0,30.12,30.63,30.51,D,"直近4週稼働=20390, 最新稼働=17930, 平均粗利4週=4094, 稼働貢献週=2",PAスーパー海物語IN沖縄6 Withえなこ RBDは直近4週平均稼働20390、最新稼働17930。人気指数34.9、粗利指数30.6、寿命指数20.8。,47.86,37.89,93.97,27.04,24.83,0.88,50,50,52.11,28.15,36.16,40.32,41.16,C,9,26,46,20,直近4週稼働スコア47.9 / 最新稼働スコア37.9 / トレンドスコア94.0 / 粗利スコア27.0 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,PAスーパー海物語IN沖縄6 Withえなこ RBDは、現役人気指数52.1、粗利指数28.1、寿命指数36.2、総合評価41.2（C）。主な根拠は、直近4週稼働スコア47.9 / 最新稼働スコア37.9 / トレンドスコア94.0 / 粗利スコア27.0 / 稼働貢献スコア0.9 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
P_2217ff8ba4,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,P,2026-06-24,三洋,海物語,甘デジ/ライト,False,False,10830,10378.333333333334,10700.0,13029.06432748538,35000,9420,166,16303,15626.666666666666,16108.0,18807.02923976608,3220,2726.6666666666665,2955.3076923076924,3329.409356725146,16.9,22.18,17.99,43.93,0,24.64,27.27,25.73,D,"直近4週稼働=10378, 最新稼働=10830, 平均粗利4週=2727, 稼働貢献週=166",Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.は直近4週平均稼働10378、最新稼働10830。人気指数22.2、粗利指数18.0、寿命指数43.9。,24.36,19.95,100.67,19.52,18.95,73.45,50,50,38.33,25.77,64.28,40.29,40.67,C,38,30,3,21,直近4週稼働スコア24.4 / 最新稼働スコア19.9 / トレンドスコア100.7 / 粗利スコア19.5 / 稼働貢献スコア73.5 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.は、現役人気指数38.3、粗利指数25.8、寿命指数64.3、総合評価40.7（C）。主な根拠は、直近4週稼働スコア24.4 / 最新稼働スコア19.9 / トレンドスコア100.7 / 粗利スコア19.5 / 稼働貢献スコア73.5 / 市場データ未取得のため中立評価 / SNSデータ未取得のため中立評価。
