machine_id,machine_name,avg_out_4w,avg_out_12w,avg_out_26w,avg_out_52w,avg_out_all,avg_sales_4w,avg_sales_12w,avg_sales_26w,avg_sales_52w,avg_sales_all,avg_profit_4w,avg_profit_12w,avg_profit_26w,avg_profit_52w,avg_profit_all
613,沖ドキ!DUO-30,3464.5,3980.5833333333335,4366.653846153846,5586.057692307692,7242.307692307692,13879.0,15741.0,17134.69230769231,21102.576923076922,25976.516483516483,2402.25,2661.0833333333335,2759.6153846153848,3155.8846153846152,3373.2417582417584
615,P Re:ゼロから始める異世界生活 鬼がかりver.,8970.0,9250.0,9858.846153846154,12581.73076923077,24887.266187050358,19773.0,20382.0,21563.19230769231,27210.55769230769,50646.69784172662,3503.0,3775.6666666666665,3856.3846153846152,4588.673076923077,8933.863309352519
621,バーサスリヴァイズ,7382.0,7414.5,7146.384615384615,7027.365384615385,6865.216216216216,12151.5,12152.75,11821.461538461539,11631.51923076923,11345.972972972973,558.0,594.5833333333334,653.1538461538462,681.4807692307693,748.2162162162163
628,パチスロ ディスクアップ2,9632.75,10446.5,10224.5,9788.538461538461,9549.201492537313,17503.75,18686.416666666668,18345.576923076922,17662.05769230769,17463.60447761194,-168.5,-171.91666666666666,-242.73076923076923,-193.07692307692307,-13.925373134328359
630,パチスロアラジンAクラシック,3205.0,3921.0833333333335,5062.7692307692305,7086.341463414634,7086.341463414634,11742.0,14048.333333333334,17893.19230769231,24359.414634146342,24359.414634146342,2003.25,2497.8333333333335,3242.1923076923076,4196.365853658536,4196.365853658536
633,押忍!番長ZERO,5095.25,5324.916666666667,5310.038461538462,5614.115384615385,7901.826923076923,15243.75,15665.75,15463.307692307691,15993.846153846154,21544.53846153846,2393.5,2410.3333333333335,2318.9615384615386,2228.1923076923076,2601.769230769231
642,ハナハナホウオウ～天翔～,4471.75,4333.583333333333,4455.461538461538,4401.307692307692,4710.943661971831,8054.5,7859.5,8047.076923076923,7899.173076923077,8309.225352112677,2200.0,2078.9166666666665,2087.730769230769,1963.5576923076924,1875.6760563380283
643,ハナハナホウオウ～天翔～-30,7967.25,7557.5,7685.923076923077,7598.173076923077,7950.289617486339,12448.75,11785.083333333334,12027.923076923076,11960.76923076923,12621.502732240437,2044.75,1702.8333333333333,1738.7307692307693,1768.0576923076924,1843.9289617486338
650,SLOTマッピー,8089.0,8664.416666666666,10092.307692307691,11477.885714285714,11477.885714285714,13895.0,15096.5,17611.153846153848,19708.628571428573,19708.628571428573,-535.5,-125.66666666666667,120.15384615384616,271.0857142857143,271.0857142857143
665,ニューパルサーDXⅢ,4116.0,4033.1666666666665,3942.846153846154,3951.6315789473683,3951.6315789473683,8751.75,8594.583333333334,8410.038461538461,8383.578947368422,8383.578947368422,1847.25,1802.5833333333333,1778.7307692307693,1761.657894736842,1761.657894736842
670,沖ドキ!2-30,3903.25,4146.583333333333,3982.6666666666665,3982.6666666666665,3982.6666666666665,10474.25,11072.166666666666,10754.222222222223,10754.222222222223,10754.222222222223,2379.0,2378.25,2275.0555555555557,2275.0555555555557,2275.0555555555557
681,パチスロ この素晴らしい世界に祝福を!,7700.5,7974.416666666667,7904.5,7729.5192307692305,8427.534653465347,18357.0,18804.833333333332,18646.115384615383,18353.826923076922,19728.866336633662,2313.25,2458.0,2396.8076923076924,2306.673076923077,2396.089108910891
684,新ハナビ,8664.0,8772.583333333334,8729.461538461539,8317.653846153846,7589.072916666667,13304.75,13580.583333333334,13524.346153846154,12922.557692307691,11868.447916666666,98.0,195.75,178.03846153846155,203.23076923076923,214.07291666666666
705,PAコマコマ倶楽部with坂本冬美 99ver.,8607.5,9119.166666666666,9499.23076923077,9742.115384615385,11446.4,12656.25,13274.75,13619.384615384615,13868.576923076924,15680.696,2973.25,3114.3333333333335,3170.423076923077,3262.1153846153848,3664.016
723,スーパーハナハナ2-30,6567.5,6558.916666666667,6446.923076923077,5831.25,5357.834710743801,19752.5,20019.0,19778.384615384617,18118.75,16754.099173553717,4242.25,4300.916666666667,4060.730769230769,3682.7115384615386,3067.1652892561983
724,ニューゲッターマウス,4646.0,4915.666666666667,5475.115384615385,6610.878787878788,6610.878787878788,8162.5,8622.0,9547.923076923076,11227.121212121212,11227.121212121212,1068.75,1189.3333333333333,1378.6153846153845,1716.4242424242425,1716.4242424242425
727,パチスロ 甲鉄城のカバネリ,6059.25,6749.833333333333,7680.807692307692,9608.73076923077,13036.581632653062,18808.75,20545.583333333332,22882.80769230769,27861.865384615383,36680.52040816326,1508.5,1559.25,1640.576923076923,1861.5576923076924,3114.6428571428573
740,黄門ちゃま喝2,3596.25,4176.333333333333,4426.846153846154,4988.0192307692305,6154.225806451613,11441.0,12937.416666666666,13639.307692307691,15033.442307692309,18034.66129032258,2307.5,2412.9166666666665,2496.153846153846,2674.0576923076924,3190.6935483870966
744,パチスロ 新鬼武者2,5166.5,6074.666666666667,6646.7307692307695,8555.096153846154,11143.558441558442,15881.25,18455.75,19931.115384615383,25196.884615384617,32413.753246753247,1691.5,2030.4166666666667,2115.730769230769,2481.6346153846152,3219.3376623376626
747,PA新海物語 ARBB,10472.5,10846.666666666666,11618.076923076924,13226.923076923076,14687.846153846154,12041.25,12408.166666666666,13182.384615384615,14746.76923076923,16069.923076923076,1667.0,1687.8333333333333,1799.923076923077,1936.5576923076924,1994.246153846154
764,パチスロペルソナ5,4174.25,4601.166666666667,5873.307692307692,7285.258064516129,7285.258064516129,11027.25,11969.166666666666,15215.23076923077,18696.451612903227,18696.451612903227,1490.25,1505.25,1979.5384615384614,2472.3225806451615,2472.3225806451615
774,パチスロ バイオハザード RE:2,5244.25,5700.25,6143.884615384615,7811.653846153846,9174.882352941177,14828.25,16036.5,17003.884615384617,21327.634615384617,24902.95588235294,1851.75,2022.25,2010.1538461538462,2395.403846153846,2810.544117647059
776,パチスロハードボイルド(2022年),4809.25,5255.0,6069.192307692308,7261.1875,7261.1875,11446.0,12427.333333333334,14177.923076923076,16831.59375,16831.59375,1239.25,1313.1666666666667,1573.8846153846155,2055.15625,2055.15625
783,ハッピージャグラーVⅢ,7859.5,8145.333333333333,8184.115384615385,7914.134615384615,8917.358695652174,15022.25,15469.583333333334,15564.115384615385,15132.923076923076,16690.53804347826,2309.25,2452.3333333333335,2562.230769230769,2516.153846153846,2608.961956521739
795,花火絶景,3565.5,5165.0,6658.9375,6658.9375,6658.9375,12419.5,17545.083333333332,21994.1875,21994.1875,21994.1875,1609.25,2391.5,3134.0,3134.0,3134.0
798,Lパチスロ 革命機ヴァルヴレイヴ,6149.75,6346.916666666667,6471.7307692307695,7058.115384615385,8709.878787878788,24796.25,25568.916666666668,26090.115384615383,28659.5,36460.01515151515,2961.25,3198.5833333333335,3422.0384615384614,3742.903846153846,5493.015151515152
799,L HEY!エリートサラリーマン鏡,5143.25,5452.833333333333,8475.73076923077,10272.129032258064,10272.129032258064,14921.25,15508.416666666666,23746.653846153848,28718.967741935485,28718.967741935485,2184.25,1923.3333333333333,2464.269230769231,3321.9032258064517,3321.9032258064517
816,沖ドキ!GOLD,6256.0,6543.5,6844.884615384615,7071.211538461538,9040.686046511628,24234.5,25346.666666666668,26379.96153846154,27145.51923076923,33558.773255813954,3395.25,3738.25,3876.4615384615386,3879.519230769231,4691.970930232558
817,沖ドキ!GOLD-30,6421.5,6781.0,6980.115384615385,7097.134615384615,9841.425287356322,24477.75,25812.583333333332,26547.576923076922,26943.73076923077,36638.057471264365,3179.75,3513.3333333333335,3753.923076923077,3752.673076923077,4852.787356321839
820,Pスーパー海物語IN沖縄5 夜桜超旋風 99ver.,10427.5,10744.166666666666,10801.153846153846,10720.576923076924,13029.064327485381,15686.25,16155.833333333334,16190.692307692309,16049.48076923077,18807.02923976608,2789.25,2938.5,2959.076923076923,2940.9423076923076,3329.409356725146
828,パチスロ モンスターハンターワールド:アイスボーン,4304.25,5014.333333333333,5905.884615384615,9000.309523809523,9000.309523809523,12435.0,14231.833333333334,16510.03846153846,24424.714285714286,24424.714285714286,1778.75,1779.6666666666667,1965.8846153846155,2831.5,2831.5
830,P大海物語5 MTE2,16402.5,17050.833333333332,17228.076923076922,17352.30769230769,20555.714285714286,26635.75,27654.666666666668,27938.923076923078,28142.94230769231,33220.982142857145,2047.75,2206.0,2234.653846153846,2220.480769230769,2595.095238095238
831,P宇宙戦艦ヤマト2202 -ONLY ONE- LIGHT ver.,8585.0,8921.666666666666,8766.153846153846,8701.153846153846,10008.029197080292,16615.25,17196.666666666668,16946.80769230769,16777.26923076923,18546.14598540146,2981.75,3092.1666666666665,3103.9615384615386,3066.8653846153848,3279.3138686131388
841,パチスロ盾の勇者の成り上がり,3900.5,6530.666666666667,7911.857142857143,7911.857142857143,7911.857142857143,11286.25,18593.166666666668,22286.35714285714,22286.35714285714,22286.35714285714,1361.25,2431.3333333333335,3035.6428571428573,3035.6428571428573,3035.6428571428573
849,パチスロ機動戦士ガンダムユニコーン,3746.5,4696.083333333333,7619.590909090909,7619.590909090909,7619.590909090909,12458.75,15380.583333333334,24717.545454545456,24717.545454545456,24717.545454545456,1529.25,1921.25,3307.5454545454545,3307.5454545454545,3307.5454545454545
850,戦国コレクション5,3688.5,4785.416666666667,6169.576923076923,8084.777777777777,8084.777777777777,15479.5,19918.666666666668,25205.346153846152,32287.194444444445,32287.194444444445,2315.25,3032.4166666666665,3659.8076923076924,4760.888888888889,4760.888888888889
851,P 009 RE:CYBORG ACCELERATOR EDITION 99ver.,11022.5,11203.333333333334,11083.846153846154,10625.76923076923,11123.95061728395,17328.25,17529.916666666668,17347.076923076922,16669.75,17368.29012345679,3983.0,4046.8333333333335,4081.9615384615386,3944.403846153846,4206.549382716049
854,キングハナハナ-30(2023年),10596.5,10839.166666666666,10976.5,11065.5,10939.754601226994,16845.5,17262.833333333332,17543.615384615383,17709.23076923077,17840.147239263802,1120.5,1396.5833333333333,1628.7307692307693,1667.1153846153845,1925.355828220859
858,Lスマスロ北斗の拳,7360.25,7702.333333333333,8001.346153846154,8574.461538461539,11126.521367521367,24133.25,25235.666666666668,25892.19230769231,27583.634615384617,35171.333333333336,1526.5,1769.0,1618.6538461538462,1818.0,3142.991452991453
864,Lゴブリンスレイヤー,5887.5,5277.75,4982.423076923077,7192.630434782609,7192.630434782609,25115.25,22197.75,20800.846153846152,29510.065217391304,29510.065217391304,5003.25,4052.25,3353.730769230769,4174.260869565217,4174.260869565217
866,Pフィーバー炎炎ノ消防隊 G,10410.0,10680.833333333334,11077.307692307691,11641.923076923076,13391.029411764706,22707.75,23364.5,24125.23076923077,25171.423076923078,28826.735294117647,3626.75,3639.1666666666665,3688.1923076923076,3851.9615384615386,4434.85294117647
868,アナザーゴッドハーデス-解き放たれし槍撃ver.-,4085.5,5243.5,7399.333333333333,7399.333333333333,7399.333333333333,18280.75,23153.75,31697.833333333332,31697.833333333332,31697.833333333332,2426.25,2974.25,3919.3888888888887,3919.3888888888887,3919.3888888888887
870,L主役は銭形4,6021.0,6391.0,6896.5,8784.788461538461,9625.639344262296,23389.75,24548.833333333332,26423.80769230769,33610.92307692308,36904.50819672131,2314.75,2246.6666666666665,2460.846153846154,3318.423076923077,3748.8688524590166
875,P北斗の拳 暴凶星 SFPA,10930.0,10516.666666666666,11299.23076923077,12910.576923076924,15083.684210526315,23036.75,22140.5,23581.96153846154,26667.55769230769,30976.63157894737,3730.0,3354.5833333333335,3492.6923076923076,3878.2884615384614,4833.097744360903
878,パチスロ 炎炎ノ消防隊,5270.5,6350.25,7756.807692307692,8393.153846153846,8950.461538461539,16731.5,19818.666666666668,23774.80769230769,25236.903846153848,26763.676923076924,2223.25,2620.9166666666665,3416.6153846153848,3644.346153846154,4009.5538461538463
880,Lスロット ソードアート・オンライン,8477.25,7942.25,6754.5,8523.9375,8523.9375,23541.5,22269.416666666668,19566.076923076922,24854.583333333332,24854.583333333332,1629.75,2125.75,2266.653846153846,3168.8541666666665,3168.8541666666665
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,6671.25,6933.5,8599.653846153846,10179.741935483871,10179.741935483871,13444.75,14101.833333333334,17296.884615384617,20138.290322580644,20138.290322580644,1171.75,1181.5833333333333,1710.6153846153845,2067.451612903226,2067.451612903226
906,Lパチスロ からくりサーカス,6176.0,7301.833333333333,8034.923076923077,9005.057692307691,10920.034782608696,25058.25,29517.75,32269.846153846152,35987.346153846156,44348.391304347824,2770.5,3271.3333333333335,3447.153846153846,3961.480769230769,5800.24347826087
907,PA大海物語5 Withアグネス・ラム ARBC,11710.0,12204.166666666666,12358.846153846154,12243.076923076924,13382.702702702703,14067.0,14635.083333333334,14784.884615384615,14667.23076923077,15760.128378378378,1921.5,2077.75,2099.5,2077.769230769231,2241.587837837838
914,ゴーゴージャグラー3,10698.0,10992.916666666666,11007.461538461539,10645.096153846154,10969.912751677852,19629.75,20034.416666666668,20128.076923076922,19638.153846153848,20218.46308724832,2497.75,2584.3333333333335,2711.576923076923,2709.0384615384614,2825.1476510067114
916,パチスロナイツ,7590.25,7621.75,8742.5,9027.62962962963,9027.62962962963,17368.25,17221.416666666668,19045.46153846154,19572.51851851852,19572.51851851852,1999.0,2162.3333333333335,1983.7307692307693,2076.4444444444443,2076.4444444444443
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,8590.0,8949.166666666666,11842.380952380952,11842.380952380952,11842.380952380952,11647.5,11867.333333333334,15115.095238095239,15115.095238095239,15115.095238095239,2307.25,2308.6666666666665,2710.8571428571427,2710.8571428571427,2710.8571428571427
919,パチスロ 戦国†恋姫,8231.5,8514.833333333334,8668.153846153846,8925.23076923077,10233.444444444445,15374.75,15927.5,16192.307692307691,16583.23076923077,18839.644444444446,916.75,683.5,727.2307692307693,694.6538461538462,989.7
923,Lぱちスロ 乃木坂46,4631.25,5066.916666666667,5595.7692307692305,7399.682926829269,7399.682926829269,17060.25,18380.333333333332,19959.46153846154,25500.682926829268,25500.682926829268,2933.0,3352.5833333333335,3431.3076923076924,4240.390243902439,4240.390243902439
925,Lスマスロキン肉マン～7人の悪魔超人編～,7690.5,7221.916666666667,7520.2307692307695,8554.673076923076,8756.811320754718,34187.25,32478.666666666668,33662.653846153844,38703.28846153846,39596.622641509435,3699.0,2352.75,1970.8076923076924,2715.8076923076924,2797.622641509434
936,P新世紀エヴァンゲリオン～未来への咆哮～,10707.5,12691.666666666666,13279.615384615385,14243.26923076923,15141.967213114754,23256.5,27318.166666666668,28429.73076923077,30280.44230769231,31780.983606557376,2807.0,3202.0,3263.3846153846152,3408.1346153846152,3697.1803278688526
938,L戦国乙女4 戦乱に閃く炯眼の軍師,6960.0,6995.5,6980.923076923077,7432.365384615385,10025.5,22334.75,22480.5,22389.615384615383,23715.076923076922,31716.01020408163,2319.0,2604.0833333333335,2633.6923076923076,2775.8846153846152,3780.4285714285716
943,パチスロ傷物語 -始マリノ刻-,4262.5,8879.166666666666,8879.166666666666,8879.166666666666,8879.166666666666,15070.0,28366.916666666668,28366.916666666668,28366.916666666668,28366.916666666668,1844.0,3565.0833333333335,3565.0833333333335,3565.0833333333335,3565.0833333333335
944,ファミスタ回胴版!!,5542.25,5804.0,6355.076923076923,7906.585365853659,7906.585365853659,13014.0,13615.083333333334,14690.653846153846,18008.317073170732,18008.317073170732,1839.0,1963.5,2264.0384615384614,3045.8536585365855,3045.8536585365855
945,回胴式遊技機 グランベルム,5287.75,6087.083333333333,7718.346153846154,8261.58064516129,8261.58064516129,15181.25,17302.833333333332,22124.615384615383,23975.677419354837,23975.677419354837,2759.75,2999.75,4055.8076923076924,4537.677419354839,4537.677419354839
946,L戦国コレクション5超極楽LOOP,4642.75,5167.583333333333,5597.384615384615,6553.961538461538,6790.377358490566,18070.25,19799.5,21279.653846153848,24268.78846153846,24980.22641509434,2609.0,2823.0833333333335,3336.0,3831.346153846154,3921.6792452830186
947,L麻雀格闘倶楽部 覚醒,6066.0,6105.666666666667,6432.538461538462,6753.038461538462,7607.9701492537315,17448.5,17369.083333333332,17989.115384615383,18459.96153846154,20361.4776119403,2521.5,2528.6666666666665,2608.9615384615386,2754.0,3247.492537313433
953,Lスマスロ転生したらスライムだった件,6472.5,8460.75,10585.6,10585.6,10585.6,20534.25,26988.416666666668,33359.2,33359.2,33359.2,2365.0,3186.0833333333335,3973.866666666667,3973.866666666667,3973.866666666667
966,L ひぐらしのなく頃に 業,6228.5,8393.555555555555,8393.555555555555,8393.555555555555,8393.555555555555,13262.25,17895.777777777777,17895.777777777777,17895.777777777777,17895.777777777777,2030.5,3295.6666666666665,3295.6666666666665,3295.6666666666665,3295.6666666666665
967,Lスマスロとある魔術の禁書目録,5517.75,5792.5,7628.807692307692,8395.642857142857,8395.642857142857,17477.0,18320.333333333332,23680.115384615383,25919.39285714286,25919.39285714286,2543.5,2858.3333333333335,3615.8076923076924,4004.285714285714,4004.285714285714
974,P真・北斗無双 第4章 下剋上闘 GRPJ,8480.0,9215.0,10845.384615384615,12634.411764705883,12634.411764705883,19214.5,20710.75,24260.384615384617,28187.264705882353,28187.264705882353,3129.25,3299.4166666666665,3890.5,4662.794117647059,4662.794117647059
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,7339.0,7199.166666666667,7095.2692307692305,7965.288461538462,9403.703125,14059.5,13809.083333333334,13573.0,15083.596153846154,17663.96875,1834.0,1821.1666666666667,1719.7692307692307,1892.173076923077,2335.15625
979,e Re:ゼロから始める異世界生活 season2 M13,9380.0,8851.666666666666,10949.23076923077,14675.192307692309,21960.60606060606,21846.25,20538.75,25105.76923076923,33096.78846153846,48095.757575757576,3183.75,2797.9166666666665,3183.8076923076924,4037.153846153846,6709.858585858586
982,LスマスロモンキーターンⅤ,8615.25,8924.833333333334,9462.884615384615,10085.673076923076,12480.675,27463.25,28260.416666666668,29945.30769230769,31777.71153846154,38522.816666666666,1382.0,1330.0,1530.7307692307693,1683.2307692307693,3032.75
983,Lマジカルハロウィン8,5395.75,5641.0,6635.538461538462,9526.837837837838,9526.837837837838,13413.75,13969.0,15885.576923076924,21459.486486486487,21459.486486486487,2490.5,2835.9166666666665,3386.4615384615386,4646.891891891892,4646.891891891892
984,Lラブ嬢3～Wご指名はいかがですか?～,6524.75,6078.833333333333,6127.5,6497.365384615385,7578.175675675676,22958.0,21467.166666666668,21401.5,22409.73076923077,25255.5,4254.75,3564.9166666666665,3407.423076923077,3472.8076923076924,4000.135135135135
985,L花の慶次～佐渡攻めの章～,5049.25,5619.25,7292.346153846154,8265.48275862069,8265.48275862069,20005.5,21746.916666666668,27835.153846153848,31418.724137931036,31418.724137931036,3843.75,3733.5833333333335,4841.384615384615,5536.931034482759,5536.931034482759
988,P大海物語5 ブラック HCL,8962.5,9323.333333333334,9255.0,9624.615384615385,11636.98275862069,15802.75,16333.0,16202.153846153846,16783.115384615383,19936.258620689656,2647.25,2723.0,2762.346153846154,2827.8846153846152,3285.655172413793
989,クランキークレスト,7231.25,7821.5,7938.576923076923,8013.826923076923,8791.233766233767,14346.75,15217.583333333334,15425.384615384615,15588.23076923077,16955.922077922078,1552.5,1639.9166666666667,1683.2692307692307,1729.0961538461538,2096.844155844156
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,5907.0,6236.416666666667,6960.884615384615,9880.868421052632,9880.868421052632,22156.75,23236.416666666668,25261.03846153846,34495.60526315789,34495.60526315789,2775.0,3178.0,2924.3846153846152,3836.157894736842,3836.157894736842
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,9842.5,10332.5,10535.0,12472.692307692309,15971.492537313432,21513.5,22527.416666666668,22851.153846153848,26727.94230769231,33866.08955223881,3011.5,3014.25,3010.730769230769,3224.75,4174.194029850746
996,ドラゴンハナハナ～閃光～-30,9630.5,10089.583333333334,10536.384615384615,11020.653846153846,11596.666666666666,14983.5,15587.666666666666,16120.115384615385,16736.53846153846,17885.809523809523,1113.0,1211.9166666666667,1248.4615384615386,1164.4423076923076,1364.7698412698412
997,パチスロ ファイヤードリフト,4744.0,8331.363636363636,8331.363636363636,8331.363636363636,8331.363636363636,13975.0,23750.18181818182,23750.18181818182,23750.18181818182,23750.18181818182,2605.0,4546.0,4546.0,4546.0,4546.0
998,L 仮面ライダー 7RIDERS,5423.5,5892.333333333333,8542.88,8542.88,8542.88,20556.0,22172.583333333332,31235.16,31235.16,31235.16,3055.25,2931.5,4563.68,4563.68,4563.68
999,Lスマスロ バイオハザード:ヴィレッジ,5853.25,9421.8,9421.8,9421.8,9421.8,18379.25,28830.7,28830.7,28830.7,28830.7,1928.5,3202.9,3202.9,3202.9,3202.9
1000,Lパチスロ マクロスフロンティア4,5782.75,6935.5,9387.666666666666,9387.666666666666,9387.666666666666,18791.0,22306.583333333332,29630.11111111111,29630.11111111111,29630.11111111111,2550.75,2960.0,4081.0,4081.0,4081.0
1004,Pとある魔術の禁書目録2 JMZ,10000.0,10004.166666666666,15028.076923076924,17366.206896551725,17366.206896551725,21456.25,21463.333333333332,31810.615384615383,36359.620689655174,36359.620689655174,3315.5,3164.4166666666665,4463.153846153846,4997.103448275862,4997.103448275862
