machine_id,machine_name,active_status,latest_data_date,days_since_last_seen,weeks_since_last_seen,latest_out_per_unit,latest_sales_per_unit,latest_profit_per_unit,data_count
1414,PA清流物語4 ウキウキ79ver.,準現役,2026-03-18,98,14.0,9200.0,13983.0,2301.0,10
1415,Pフィーバーうたわれるもの LT-Light ver.,準現役,2026-02-04,140,20.0,10530.0,20039.0,3752.0,4
1416,Pフィーバー彼女、お借りします LT-Light ver.,準現役,2026-03-04,112,16.0,10430.0,21178.0,4111.0,8
1417,SBニューキングハナハナV-30,現役,2026-06-24,0,0.0,12669.0,22839.0,1745.0,24
1418,e ゴジラ対エヴァンゲリオン2 超デカゴールド,準現役,2026-03-18,98,14.0,7900.0,18822.0,3232.0,10
1419,e ソードアート・オンライン 閃光の軌跡 99Ver.,現役,2026-06-24,0,0.0,8500.0,17111.0,2928.0,15
1420,e 盾の勇者の成り上がり アルティメット199ver.,準現役,2026-02-25,119,17.0,8290.0,21393.0,4783.0,7
1421,eようこそ実力至上主義の教室へ MA,現役,2026-06-10,14,2.0,8960.0,21394.0,3054.0,22
1422,e吉宗 極乗3000ver.,準現役,2026-04-22,63,9.0,8370.0,19632.0,3933.0,15
1423,P【超甘LT】華牌RR 1/49×99de遊タイム,準現役,2026-02-25,119,17.0,8820.0,15383.0,3398.0,5
1424,P閃乱カグラ 189大入りver.,現役,2026-06-24,0,0.0,7340.0,15278.0,3830.0,21
1425,e ULTRAMAN 4500超ライト,準現役,2026-02-11,133,19.0,9370.0,21686.0,2999.0,3
1426,e範馬刃牙 199ver.,準現役,2026-03-25,91,13.0,8770.0,21790.0,3294.0,8
1427,Lスマスロ ゴブリンスレイヤーⅡ,準現役,2026-03-18,98,14.0,5490.0,24881.0,4222.0,6
1428,Lスマスロ ハナビ(2026年),現役,2026-06-24,0,0.0,7797.0,14972.0,2024.0,20
1429,Lスマスロ 攻殻機動隊(2026年),現役,2026-06-24,0,0.0,9585.0,31930.0,3259.0,20
1430,Lパチスロ 炎炎ノ消防隊2,現役,2026-06-24,0,0.0,9391.0,30581.0,3160.0,20
1431,Lパチスロうみねこのなく頃に2,現役,2026-06-24,0,0.0,12541.0,21243.0,-690.0,20
1432,L範馬刃牙,準現役,2026-04-01,84,12.0,6583.0,23040.0,3826.0,8
1433,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,準現役,2026-03-04,112,16.0,10380.0,14935.0,3413.0,4
1434,P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,準現役,2026-02-25,119,17.0,12880.0,27629.0,3226.0,3
1435,P冴えない彼女の育てかた 99ver.,現役,2026-06-10,14,2.0,8120.0,17314.0,3379.0,14
1436,P黄門ちゃま寿限無 99ver.,準現役,2026-04-15,70,10.0,8480.0,17059.0,2926.0,10
1437,e 真・北斗無双 第5章 夢幻闘双 SCEA,準現役,2026-04-01,84,12.0,6870.0,18128.0,4036.0,8
1438,eフィーバーBASTARD!! -暗黒の破壊神- G,準現役,2026-04-08,77,11.0,8180.0,20063.0,4060.0,8
1439,e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,準現役,2026-04-15,70,10.0,7870.0,18335.0,4005.0,10
1440,P黄門ちゃま寿限無 LLサイズ 259ver.,準現役,2026-02-18,126,18.0,9520.0,17747.0,4560.0,1
1441,P 俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,準現役,2026-03-25,91,13.0,8800.0,18920.0,3460.0,2
1442,LBスマスロ サンダーV(2026年),現役,2026-06-24,0,0.0,9150.0,20288.0,1657.0,16
1443,Lスマスロ 甲鉄城のカバネリ 海門決戦,現役,2026-06-24,0,0.0,12773.0,39827.0,2313.0,16
1444,P Re:ゼロから始める異世界生活 season2 129ver.,現役,2026-06-24,0,0.0,9640.0,21530.0,4189.0,16
1445,P Re:ゼロから始める異世界生活 season2 249ver.,現役,2026-06-03,21,3.0,7650.0,18007.0,3246.0,12
1446,P戦国乙女7 終焉の関ケ原 99ver.,現役,2026-06-24,0,0.0,8900.0,16067.0,3157.0,16
1447,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,現役,2026-06-10,14,2.0,7790.0,17313.0,3392.0,12
1448,e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,準現役,2026-05-13,42,6.0,10540.0,25761.0,5121.0,10
1449,e 魔法少女まどか☆マギカ3 時間遡行～始まりの願い～ LPM1,現役,2026-06-17,7,1.0,7920.0,18745.0,3035.0,15
1450,eアクダマドライブ EHLT,準現役,2026-05-13,42,6.0,10180.0,24188.0,5257.0,10
1451,eフィーバーダンベル何キロ持てる？2 F,現役,2026-06-03,21,3.0,7670.0,18571.0,3340.0,13
1452,eワンパンマン2～正義執行 LM10,現役,2026-06-10,14,2.0,8100.0,17995.0,3486.0,14
1453,e牙狼11～冴島大河～ 魔戒BURST Ver.,準現役,2026-04-22,63,9.0,8080.0,18545.0,3425.0,7
1454,P モモキュンソード 速撃99ver.,準現役,2026-05-13,42,6.0,9740.0,19207.0,4194.0,8
1455,Pえとたま2 神祭 干支甘,準現役,2026-04-15,70,10.0,8910.0,17327.0,3274.0,4
1456,e スマパチ SSSS.GRIDMAN メガSTART 159ver.,準現役,2026-05-20,35,5.0,6540.0,13835.0,3801.0,8
1457,e 乃木坂46 Ⅱ SWEET Version,準現役,2026-05-06,49,7.0,9060.0,17017.0,4103.0,7
1458,LB A-SLOT+ 異世界かるてっと BT,現役,2026-06-24,0,0.0,7562.0,20049.0,2075.0,11
1459,Lアクダマドライブ,現役,2026-06-24,0,0.0,5037.0,24289.0,4735.0,10
1460,Lスマスロヨルムンガンド,準現役,2026-05-20,35,5.0,6131.0,21787.0,3143.0,6
1461,L真打 吉宗,現役,2026-06-24,0,0.0,12161.0,50756.0,8269.0,11
1462,L虚構推理,現役,2026-06-24,0,0.0,8049.0,28583.0,3644.0,11
1463,P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,現役,2026-06-17,7,1.0,9440.0,17916.0,2279.0,10
1464,P ウルトラマンメビウス デカヘソ319,準現役,2026-05-13,42,6.0,10120.0,22686.0,4076.0,5
1465,e 終末のワルキューレ EREA,準現役,2026-05-13,42,6.0,10750.0,27901.0,5681.0,5
1466,eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,準現役,2026-05-13,42,6.0,11820.0,27230.0,5455.0,5
1467,eリコリス・リコイル M3,現役,2026-06-24,0,0.0,22580.0,52532.0,7790.0,11
1468,e転生したらスライムだった件2 MF,現役,2026-06-24,0,0.0,9790.0,23089.0,3642.0,11
1469,Lアニマルスロットドッチ,現役,2026-06-24,0,0.0,8503.0,30131.0,5823.0,9
1470,Lスマスロ ミリオンゴッド-神々の軌跡-,現役,2026-06-24,0,0.0,13303.0,55564.0,12259.0,9
1471,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,準現役,2026-05-20,35,5.0,5856.0,24211.0,3354.0,4
1472,e86-エイティシックス- MAM2,現役,2026-06-24,0,0.0,11370.0,27796.0,5806.0,9
1473,eフィーバーキン肉マン,現役,2026-06-24,0,0.0,13250.0,31377.0,5549.0,9
1474,eリング 最恐領域 RHA,現役,2026-06-24,0,0.0,9940.0,24407.0,4496.0,9
1475,Lスマスロ スーパーリオエース2,現役,2026-06-24,0,0.0,8993.0,32052.0,4673.0,6
1476,Lスマスロ バイオハザードRE:3,現役,2026-06-24,0,0.0,6817.0,24976.0,3920.0,6
1477,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,現役,2026-06-24,0,0.0,6330.0,35464.0,6955.0,6
1478,Lタクトオーパス デスティニー,現役,2026-06-24,0,0.0,8652.0,27286.0,4548.0,6
1479,Pクイーンズブレイド奈落 ナナエル79Ver.,現役,2026-06-10,14,2.0,9750.0,19814.0,3405.0,4
1480,PフィーバークィーンⅡ YS,現役,2026-06-24,0,0.0,10760.0,12952.0,2274.0,6
1481,e バイオハザード6 APN,現役,2026-06-24,0,0.0,11280.0,27456.0,5658.0,6
1482,eひきこまり吸血姫の悶々 FHV,現役,2026-06-24,0,0.0,18550.0,42335.0,7553.0,6
1483,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,現役,2026-06-10,14,2.0,10770.0,22938.0,3246.0,4
1484,eカケグルイ 7500ver,現役,2026-06-24,0,0.0,11060.0,27599.0,4716.0,6
1485,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,現役,2026-06-10,14,2.0,10250.0,24166.0,3979.0,4
1486,eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,現役,2026-06-17,7,1.0,8710.0,20565.0,3989.0,5
1487,デカスタP戦国無双 100ver.,現役,2026-06-24,0,0.0,9410.0,16557.0,2822.0,6
1488,LBスロットGALFY,現役,2026-06-24,0,0.0,8492.0,21468.0,1981.0,4
1489,P 犬夜叉3.0 大入り 甘SPEC,現役,2026-06-24,0,0.0,12000.0,23692.0,4557.0,4
1490,Lスマスロ BIRDIE WING -Golf Girls’ Story-,現役,2026-06-24,0,0.0,10339.0,40418.0,5769.0,2
1491,Lスロット ソードアート・オンラインⅡ,現役,2026-06-24,0,0.0,22792.0,92588.0,16340.0,2
1492,L戦国乙女5 業火を穿つ宿焔の双刃,現役,2026-06-24,0,0.0,23223.0,76749.0,10540.0,2
1493,P 魔法少女まどか☆マギカ3 キュゥべえver.,現役,2026-06-24,0,0.0,20180.0,39609.0,6332.0,2
1494,PAスーパー海物語IN沖縄6 Withえなこ RBD,現役,2026-06-24,0,0.0,17930.0,22286.0,4001.0,2
1495,PA花の慶次～傾奇一転 87ver.,現役,2026-06-24,0,0.0,16570.0,24937.0,5623.0,2
1496,e 化物語 鬼99ver.,現役,2026-06-24,0,0.0,16140.0,37255.0,7490.0,2
1497,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,現役,2026-06-24,0,0.0,14230.0,33688.0,7145.0,2
1498,e 東京喰種 超デカ 超一撃 ver.,現役,2026-06-24,0,0.0,41270.0,91375.0,13047.0,2
1499,eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,現役,2026-06-24,0,0.0,23470.0,59220.0,9334.0,2
1500,eフィーバー デッドマウント・デスプレイ 魂神9000,現役,2026-06-24,0,0.0,18650.0,45052.0,8768.0,2
1501,e冥妃転生 CMP,現役,2026-06-24,0,0.0,15810.0,38274.0,7229.0,2
1502,遊moreLT PエガブレイブVVV AX4,現役,2026-06-24,0,0.0,15340.0,20002.0,8754.0,2
