machine_id,machine_name,latest_data_date,data_count,is_new_machine,avg_out_4w,avg_sales_4w,avg_profit_4w,market_power_score,trend_score,trend_strength,new_machine_score,new_machine_judge
878,パチスロ 炎炎ノ消防隊,2025-09-10,65,0,5270.5,16731.5,2223.25,14.2,0.0,強い下降,,対象外
880,Lスロット ソードアート・オンライン,2026-06-17,48,0,8477.25,23541.5,1629.75,41.0,78.9,強い上昇,,対象外
899,パチスロコードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,2025-09-10,31,0,6671.25,13444.75,1171.75,14.5,19.1,強い下降,,対象外
906,Lパチスロ からくりサーカス,2025-10-29,115,0,6176.0,25058.25,2770.5,35.1,13.4,強い下降,,対象外
907,PA大海物語5 Withアグネス・ラム ARBC,2026-06-24,148,0,11710.0,14067.0,1921.5,45.2,34.6,下降,,対象外
914,ゴーゴージャグラー3,2026-06-24,149,0,10698.0,19629.75,2497.75,52.7,37.7,下降,,対象外
916,パチスロナイツ,2025-09-10,27,0,7590.25,17368.25,1999.0,25.1,31.6,下降,,対象外
917,PフィーバークィーンⅡ30th ANNIVERSARY EDITION V,2026-04-22,21,0,8590.0,11647.5,2307.25,25.5,45.3,横ばい,,対象外
919,パチスロ 戦国†恋姫,2026-03-04,90,0,8231.5,15374.75,916.75,23.7,39.7,下降,,対象外
923,Lぱちスロ 乃木坂46,2025-09-10,41,0,4631.25,17060.25,2933.0,16.4,11.9,強い下降,,対象外
925,Lスマスロキン肉マン～7人の悪魔超人編～,2026-06-10,53,0,7690.5,34187.25,3699.0,53.4,60.4,上昇,,対象外
936,P新世紀エヴァンゲリオン～未来への咆哮～,2026-05-13,122,0,10707.5,23256.5,2807.0,61.6,8.5,強い下降,,対象外
938,L戦国乙女4 戦乱に閃く炯眼の軍師,2026-06-17,98,0,6960.0,22334.75,2319.0,32.9,45.0,横ばい,,対象外
943,パチスロ傷物語 -始マリノ刻-,2025-09-10,12,1,4262.5,15070.0,1844.0,8.4,0.0,強い下降,7.8,厳しい
944,ファミスタ回胴版!!,2025-09-10,41,0,5542.25,13014.0,1839.0,9.7,26.7,強い下降,,対象外
945,回胴式遊技機 グランベルム,2025-09-10,31,0,5287.75,15181.25,2759.75,14.5,2.0,強い下降,,対象外
946,L戦国コレクション5超極楽LOOP,2025-09-10,53,0,4642.75,18070.25,2609.0,16.7,21.4,強い下降,,対象外
947,L麻雀格闘倶楽部 覚醒,2025-09-10,67,0,6066.0,17448.5,2521.5,20.0,42.9,下降,,対象外
953,Lスマスロ転生したらスライムだった件,2025-09-10,15,1,6472.5,20534.25,2365.0,27.5,18.7,強い下降,26.9,厳しい
966,L ひぐらしのなく頃に 業,2025-09-10,9,1,6228.5,13262.25,2030.5,13.5,0.0,強い下降,12.9,厳しい
967,Lスマスロとある魔術の禁書目録,2025-09-10,28,0,5517.75,17477.0,2543.5,18.0,13.5,強い下降,,対象外
974,P真・北斗無双 第4章 下剋上闘 GRPJ,2024-07-24,34,0,8480.0,19214.5,3129.25,39.1,20.5,強い下降,,対象外
976,パチスロ交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,2025-12-03,64,0,7339.0,14059.5,1834.0,18.7,43.7,下降,,対象外
979,e Re:ゼロから始める異世界生活 season2 M13,2026-01-07,99,0,9380.0,21846.25,3183.75,52.1,42.7,下降,,対象外
982,LスマスロモンキーターンⅤ,2026-06-24,120,0,8615.25,27463.25,1382.0,46.0,35.7,下降,,対象外
983,Lマジカルハロウィン8,2025-09-10,37,0,5395.75,13413.75,2490.5,11.4,15.5,強い下降,,対象外
984,Lラブ嬢3～Wご指名はいかがですか?～,2026-06-17,74,0,6524.75,22958.0,4254.75,42.8,62.3,上昇,,対象外
985,L花の慶次～佐渡攻めの章～,2024-07-24,29,0,5049.25,20005.5,3843.75,27.6,6.1,強い下降,,対象外
988,P大海物語5 ブラック HCL,2026-06-24,116,0,8962.5,15802.75,2647.25,36.2,40.1,下降,,対象外
989,クランキークレスト,2025-09-10,77,0,7231.25,14346.75,1552.5,17.8,25.9,強い下降,,対象外
991,L スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2026-06-17,38,0,5907.0,22156.75,2775.0,29.6,27.0,強い下降,,対象外
992,Pぱちんこ シン・エヴァンゲリオン Type レイ,2025-05-07,67,0,9842.5,21513.5,3011.5,54.6,38.8,下降,,対象外
996,ドラゴンハナハナ～閃光～-30,2026-06-24,126,0,9630.5,14983.5,1113.0,34.6,27.7,強い下降,,対象外
997,パチスロ ファイヤードリフト,2025-09-10,11,1,4744.0,13975.0,2605.0,10.6,0.0,強い下降,9.7,厳しい
998,L 仮面ライダー 7RIDERS,2024-07-10,25,0,5423.5,20556.0,3055.25,25.9,7.7,強い下降,,対象外
999,Lスマスロ バイオハザード:ヴィレッジ,2025-09-10,10,1,5853.25,18379.25,1928.5,18.2,0.0,強い下降,17.2,厳しい
1000,Lパチスロ マクロスフロンティア4,2025-09-10,18,1,5782.75,18791.0,2550.75,21.1,23.5,強い下降,20.9,厳しい
1004,Pとある魔術の禁書目録2 JMZ,2024-08-21,29,0,10000.0,21456.25,3315.5,57.2,15.8,強い下降,,対象外
1008,Pポチッと一発!おだてブタ2 V1,2026-06-24,122,0,17245.0,10181.75,892.25,48.9,41.7,下降,,対象外
1011,P弾球黙示録カイジ沼5 V1U,2024-10-09,34,0,8047.5,18176.25,3676.5,37.8,8.2,強い下降,,対象外
1012,P真・花の慶次3 99ver.,2024-07-31,21,0,8635.0,14126.75,2839.0,30.8,31.7,下降,,対象外
1013,L GⅠ優駿倶楽部黄金,2025-09-10,32,0,5445.0,18608.0,2563.5,19.8,8.4,強い下降,,対象外
1015,Lゴジラ対エヴァンゲリオン,2025-09-10,50,0,5729.75,21840.0,3289.75,30.5,13.1,強い下降,,対象外
1016,Lストライクウィッチーズ2,2024-08-06,26,0,5817.0,23185.5,3344.25,33.5,14.7,強い下降,,対象外
1017,Lスマスロ コードギアス 反逆のルルーシュ/復活のルルーシュ,2025-09-10,10,1,6809.0,21170.25,2418.25,30.8,0.0,強い下降,29.2,厳しい
1019,Lパチスロガールズ＆パンツァー 最終章,2025-12-03,21,0,6463.25,21602.5,2269.25,29.3,46.7,横ばい,,対象外
1023,P新世紀エヴァンゲリオン ～未来への咆哮～ PREMIUM MODEL,2024-09-11,30,0,11947.5,21413.5,4296.5,70.6,36.8,下降,,対象外
1025,P真・一騎当千～桃園の誓い～129ver.,2024-12-18,38,0,9145.0,18125.5,2953.0,42.7,22.7,強い下降,,対象外
1027,ワードオブライツⅡ,2025-09-10,10,1,5508.25,12303.5,1597.0,8.1,0.0,強い下降,7.8,厳しい
1029,Pニュートキオ GREEN V1,2024-11-27,20,1,10545.0,7359.75,1747.25,37.8,43.8,下降,39.7,弱い
1030,Pルパン三世 THE FIRST 99ver.,2025-05-28,54,0,8900.0,14218.0,3059.5,35.1,43.5,下降,,対象外
1031,Lスマスロキングパルサー,2025-09-10,18,1,4856.5,15522.5,2518.5,12.8,10.4,強い下降,12.3,厳しい
1032,Lチバリヨ2,2026-06-24,115,0,6974.0,30644.75,4000.25,50.1,35.3,下降,,対象外
1033,L南国育ち(2024年),2025-09-10,23,0,5259.75,22090.5,2635.5,25.8,22.7,強い下降,,対象外
1035,PLT OVERLORD魔導王光臨 ME,2024-07-10,14,1,9010.0,20305.75,3849.25,50.5,0.0,強い下降,47.8,弱い
1039,P世紀末・天才バカボン～福神SPEC～ LTH-JH,2024-09-04,24,0,9450.0,19197.75,3384.5,47.9,2.0,強い下降,,対象外
1040,P北斗の拳 強敵 LT SSPA,2025-04-02,48,0,9407.5,17037.75,3172.75,43.0,19.9,強い下降,,対象外
1042,P緋弾のアリア ～緋緋神降臨～ ラッキートリガーVer.,2024-09-04,25,0,13177.5,27709.5,4481.25,81.8,0.0,強い下降,,対象外
1045,パチスロ ガメラ2,2025-09-10,31,0,6726.0,17487.25,817.75,19.7,14.3,強い下降,,対象外
1047,Lスマート沖スロ ドラゴンハナハナ～閃光～,2025-09-10,51,0,7598.0,13062.0,2611.0,22.4,54.7,横ばい,,対象外
1048,L忍魂参 ～奥義皆伝ノ章～,2025-09-10,19,1,5226.5,18971.75,2868.25,21.0,21.5,強い下降,20.4,厳しい
1049,P sin 七つの大罪 強甘 2400Ver.,2024-08-28,20,1,8722.5,14944.0,3140.5,34.6,34.6,下降,34.9,弱い
1050,P咲-Saki-全国編 テンパイ即リーver.,2024-08-06,14,1,9415.0,17934.75,2876.0,43.2,13.3,強い下降,42.3,弱い
1052,Lうる星やつら(2024年),2025-09-10,23,0,4895.75,17299.5,2769.0,16.7,11.8,強い下降,,対象外
1053,Lスマスロ ゴールデンカムイ,2026-04-29,18,1,5597.0,18686.0,2742.5,21.3,21.7,強い下降,20.9,厳しい
1054,Lスマスロ ストライク・ザ・ブラッド,2025-09-10,10,1,5923.75,14420.5,1587.25,11.7,0.0,強い下降,11.3,厳しい
1056,Pひぐらしのなく頃に 輪廻転生 FM-JT,2024-07-10,11,1,9140.0,20400.75,3487.0,49.5,0.0,強い下降,47.1,弱い
1057,Pバイオハザード RE:2 LTver.,2024-10-09,25,0,8872.5,20158.75,3686.25,47.6,0.0,強い下降,,対象外
1060,P大工の源さん超韋駄天2 極源LighT,2024-10-09,25,0,8890.0,17474.0,3154.0,40.2,0.0,強い下降,,対象外
1061,ジャグラーガールズSS,2026-06-24,110,0,8597.0,15796.75,2218.25,29.8,35.5,下降,,対象外
1062,L押忍!番長4,2025-09-10,28,0,5317.0,17765.5,1951.5,15.4,0.0,強い下降,,対象外
1063,P FAIRY TAIL これが七炎竜の力だ FSA,2024-09-04,18,1,12117.5,26708.5,4510.5,78.9,16.1,強い下降,75.9,標準
1064,PAハイスクール・フリート オールスター すい～とでハッピー!2400,2024-09-04,18,1,11232.5,18744.25,3088.0,56.1,31.4,下降,55.8,弱い
1066,P牙狼11～冴島大河～XX MU,2025-01-08,22,0,9697.5,20509.5,3435.0,53.2,18.1,強い下降,,対象外
1068,e新・必殺仕置人 超斬撃199,2024-08-21,16,1,9507.5,21306.5,3911.5,56.0,20.8,強い下降,54.2,弱い
1069,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,2025-09-10,12,1,6521.5,12284.25,1625.0,13.4,0.0,強い下降,13.1,厳しい
1070,Pこの素晴らしい世界に祝福を! 199LT「このラッキートリガーに祝福を!」,2024-07-31,13,1,8865.0,17726.0,3917.5,44.5,37.2,下降,43.9,弱い
1071,L ウルトラマンティガ,2024-07-10,9,1,5705.5,22903.0,3492.0,33.3,0.0,強い下降,30.6,厳しい
1073,Lパチスロ 炎炎ノ消防隊(2024年),2025-09-10,36,0,6426.5,21223.25,2877.75,31.0,24.8,強い下降,,対象外
1075,Pゴブリンスレイヤー ラッキートリガーVer,2024-09-11,17,1,10297.5,21393.0,3737.0,60.8,28.7,強い下降,59.5,弱い
1076,Pフィーバー炎炎ノ消防隊 Light ver.,2025-01-08,24,0,8990.0,18388.75,3546.75,45.3,1.7,強い下降,,対象外
1078,P七つの大罪2 神千斬りVER.,2024-07-03,7,1,10660.0,21312.25,3526.75,61.9,31.4,下降,61.0,弱い
1080,ニューパルサーSP4 with 太鼓の達人,2025-09-10,17,1,5406.25,12389.0,2147.75,9.2,23.6,強い下降,9.8,厳しい
1081,L ToLOVEるダークネス,2025-09-10,59,0,6493.25,31391.25,3039.25,43.1,30.5,下降,,対象外
1083,Lスマスロ痛いのは嫌なので防御力に極振りしたいと思います。,2025-09-10,42,0,6589.0,19657.5,2402.0,26.8,28.1,強い下降,,対象外
1084,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,2026-06-03,26,0,5786.0,26808.75,3833.0,40.8,16.0,強い下降,,対象外
1085,P ToLOVEるダークネス H1YZ5,2024-12-04,24,0,8617.5,19304.75,3137.0,40.3,0.0,強い下降,,対象外
1086,Pうる星やつら～Eternal Love Song～ L2-K,2024-08-28,11,1,10467.5,22841.25,4868.0,70.0,0.0,強い下降,66.3,弱い
1087,Pギルティクラウン2 プレミアムライブチケット,2024-07-10,5,1,12447.5,26227.5,4952.0,80.5,38.8,下降,78.4,標準
1088,Pクイーンズブレイド4 UNLIMITED V1D,2024-07-31,8,1,10845.0,23895.25,4716.75,73.1,0.0,強い下降,69.3,弱い
1089,Pフィーバー三国戦騎 7500,2024-08-06,8,1,8640.0,20612.25,3898.25,47.7,0.0,強い下降,44.9,弱い
1090,P頭文字D 2nd GFPG,2024-06-26,3,1,11716.666666666666,26715.666666666668,4206.0,76.7,35.3,下降,74.9,弱い
1091,P魔法少女まどか☆マギカ3 LM3,2024-09-11,13,1,29410.0,63419.75,11524.5,99.5,22.7,強い下降,95.7,期待以上
1092,P魔王学院の不適合者 FMY,2024-08-06,9,1,9862.5,21865.5,3861.0,60.3,0.0,強い下降,57.5,弱い
1093,アオハル♪操 A-LIVE,2025-09-10,17,1,5071.75,15477.5,2374.5,12.3,8.3,強い下降,11.8,厳しい
1094,Pラブ嬢 ～極嬢のハーレム体験～ H1YZ6,2024-11-06,11,1,8362.5,19462.25,3990.75,43.9,38.7,下降,43.2,弱い
1095,沖ドキ!BLACK,2026-06-24,98,0,8638.75,33169.75,4455.5,63.2,35.4,下降,,対象外
1096,L アカメが斬る!2,2024-08-06,4,1,9490.75,35553.5,6150.0,74.4,31.9,下降,71.4,弱い
1097,Lスマスロ真・北斗無双(2024年),2025-09-10,11,1,5356.75,20607.5,2300.75,21.8,0.0,強い下降,20.3,厳しい
1098,Lパチスロ 戦姫絶唱シンフォギア 正義の歌,2025-09-10,15,1,4853.75,17285.5,2525.0,15.2,7.0,強い下降,14.3,厳しい
1099,Pアズールレーン THE ANIMATION 異次元トリガー M4,2024-09-11,8,1,21417.5,46011.25,8060.5,97.9,0.0,強い下降,93.0,良好
1100,Pフィーバーありふれた職業で世界最強 Light ver.,2024-08-06,4,1,15850.0,29221.0,5176.75,89.0,36.7,下降,86.6,標準
1101,P花の慶次～傾奇一転 L-MX,2024-09-11,8,1,11277.5,25070.0,5249.0,76.8,0.0,強い下降,72.8,弱い
1102,P貞子 FMD,2025-05-14,42,0,8907.5,18902.0,4327.25,50.1,22.1,強い下降,,対象外
1103,e花の慶次～傾奇一転 L2-MX,2024-09-25,10,1,9937.5,22974.0,4022.0,63.3,0.0,強い下降,60.2,弱い
1104,ご～やちゃんぷる～-25,2024-07-31,3,1,7085.333333333333,28304.333333333332,4507.666666666667,52.5,40.6,下降,50.6,厳しい
1105,ご～やちゃんぷる～-30,2024-07-31,3,1,5945.0,23312.666666666668,4135.333333333333,39.4,42.0,下降,38.2,厳しい
1106,バハマ30(2024年),2024-08-06,4,1,7698.5,17944.0,2840.0,30.6,38.1,下降,31.0,厳しい
1107,Lスマスロ ゴッドイーター リザレクション,2026-01-07,69,0,7957.75,28888.25,2515.75,45.7,52.0,横ばい,,対象外
1108,Lスロット ゾンビランドサガ,2026-05-06,28,0,6434.75,17871.0,3142.75,26.4,8.2,強い下降,,対象外
1109,L賞金首Angel,2024-08-06,2,1,11306.0,42924.0,6507.5,86.1,38.6,下降,83.3,弱い
1110,PAこの素晴らしい世界に祝福を! 「このゆる甘99に祝福を!」,2024-09-04,5,1,13750.0,20017.75,3850.5,68.3,35.4,下降,67.4,標準
1111,ミスタージャグラー,2026-06-24,95,0,8858.25,17061.5,2051.5,33.6,35.8,下降,,対象外
1112,L D4DJ Pachi-Slot Mix,2024-09-18,5,1,6621.25,19358.0,4048.75,35.2,37.5,下降,34.4,厳しい
1113,Lスマスロ ゲゲゲの鬼太郎 覚醒,2025-09-10,14,1,4273.25,19666.0,2603.75,18.9,4.3,強い下降,17.6,厳しい
1114,Lスマスロ トロピカーナ(2024年),2024-08-21,1,1,7171.0,26327.0,4387.0,50.5,50.0,横ばい,49.2,厳しい
1115,Lワンパンマン,2024-10-02,7,1,7279.25,25411.5,3025.0,42.3,33.1,下降,41.4,厳しい
1116,PAスーパー海物語 IN 地中海2 HLA,2024-10-23,9,1,12727.5,15483.5,2080.5,49.5,0.0,強い下降,48.8,標準
1117,Pフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- S,2024-10-09,8,1,11425.0,26976.5,3979.75,74.8,0.0,強い下降,71.3,弱い
1118,P百花繚乱 ご奉仕129ver.,2024-09-11,4,1,17830.0,35298.75,5406.75,93.1,37.9,下降,90.6,標準
1119,eフィーバー機動戦士ガンダムユニコーン 再来 -白き一角獣と黒き獅子- R,2025-03-19,29,0,9552.5,21902.0,3286.0,54.0,2.2,強い下降,,対象外
1120,e北斗の拳10 GHEG,2025-01-22,22,0,11100.0,24380.5,4318.25,72.8,51.1,横ばい,,対象外
1121,Pドラムだ!金ドン 花火外伝 MP,2024-12-04,15,1,8280.0,17464.25,3643.5,37.5,9.0,強い下降,35.8,弱い
1122,Pバンドリ! H1YZ4,2024-11-20,12,1,8407.5,18518.0,3082.5,37.5,0.0,強い下降,35.6,弱い
1123,Pリング 呪いの7日間3 ラッキートリガーVer.,2025-01-08,17,1,9082.5,19682.75,3666.0,48.5,28.5,強い下降,47.5,弱い
1124,P七つの美徳 ゴールデンエンジェルタイム スイート99Ver.,2024-09-18,4,1,15570.0,23534.0,5383.25,83.0,35.3,下降,80.9,標準
1125,デジハネP交響詩篇エウレカセブン ANEMONE 99ver.,2024-10-02,6,1,10575.0,16432.0,3444.5,51.9,31.9,下降,51.6,弱い
1126,L A-SLOT+ この素晴らしい世界に祝福を!,2025-09-10,14,1,5842.75,12946.0,1452.0,9.5,5.4,強い下降,9.4,厳しい
1127,Lパチスロ かぐや様は告らせたい,2026-05-06,82,0,6418.75,24840.0,4048.75,43.1,34.7,下降,,対象外
1128,Lパチスロ閃乱カグラ2 SHINOVI MASTER,2025-09-10,23,0,5884.25,17076.5,2625.75,19.1,12.6,強い下降,,対象外
1129,PAコマコマ倶楽部with坂本冬美 99確変ループver.,2024-12-18,13,1,8717.5,13062.75,3084.25,32.5,36.0,下降,33.0,弱い
1130,PAフィーバーかぐや様は告らせたい Light ver.,2024-10-30,8,1,9902.5,17805.5,2920.25,47.3,0.0,強い下降,45.7,弱い
1131,Pとある科学の超電磁砲2 JMB,2025-01-08,11,1,10620.0,23627.25,4090.75,68.8,0.0,強い下降,65.6,弱い
1132,Pルパン三世 銭形からの招待状 77Sweet Ver.,2025-01-08,17,1,9187.5,16511.25,3411.75,42.8,40.2,下降,43.0,弱い
1133,e 仮面ライダー電王 KL12,2025-01-22,19,1,10450.0,23419.75,4772.75,70.7,43.6,下降,69.1,弱い
1134,eキョンシー ライトミドル 新CタイムVer.,2024-09-25,3,1,14110.0,29535.666666666668,3533.3333333333335,79.8,36.8,下降,78.5,標準
1135,eゴッドイーター TRIPLE BURST MJ,2025-01-08,17,1,10242.5,23984.5,3714.5,64.4,35.3,下降,63.2,弱い
1136,パチスロL黄門ちゃま天,2024-10-09,5,1,9131.75,36248.0,4560.5,70.0,35.3,下降,67.6,弱い
