machine_id,machine_name,machine_name_normalized,first_seen_date,last_seen_date,data_count,days_since_last_seen,weeks_since_last_seen,active_status
1324,デカスタe花の慶次～傾奇一転 H6,デカスタe花の慶次～傾奇一転 H6,2025-07-30,2025-09-17,7,280,40.0,準現役
1325,L アズールレーン THE ANIMATION,L アズールレーン THE ANIMATION,2025-08-13,2026-06-10,42,14,2.0,現役
1326,L ダーリン・イン・ザ・フランキス,L ダーリン・イン・ザ・フランキス,2025-08-13,2025-10-01,8,266,38.0,準現役
1327,LBマタドールⅢ,LBマタドールⅢ,2025-08-13,2025-09-10,5,287,41.0,準現役
1328,Lパチスロ 転生したら剣でした,Lパチスロ 転生したら剣でした,2025-08-13,2025-10-22,10,245,35.0,準現役
1329,L咲-Saki- 頂上決戦,L咲-Saki- 頂上決戦,2025-08-13,2025-10-01,8,266,38.0,準現役
1330,Pクイーンズブレイド奈落 5400,Pクイーンズブレイド奈落 5400,2025-08-13,2025-09-10,4,287,41.0,準現役
1331,Pフィーバー戦姫絶唱シンフォギア4 LT-Light ver.,Pフィーバー戦姫絶唱シンフォギア4 LT-Light ver.,2025-08-13,2025-12-03,15,203,29.0,準現役
1332,Pフィーバー戦姫絶唱シンフォギア4 Light ver.,Pフィーバー戦姫絶唱シンフォギア4 Light ver.,2025-08-13,2025-10-29,8,238,34.0,準現役
1333,eシャーマンキング MH,eシャーマンキング MH,2025-08-13,2025-09-17,5,280,40.0,準現役
1334,eシャーマンキング でっけぇえなver.,eシャーマンキング でっけぇえなver.,2025-08-13,2025-10-22,9,245,35.0,準現役
1335,e牙狼12黄金騎士極限 XX-MJ,e牙狼12黄金騎士極限 XX-MJ,2025-08-13,2026-06-24,43,0,0.0,現役
1336,e真・一騎当千～軍神覚醒～ 319大入りver.,e真・一騎当千～軍神覚醒～ 319大入りver.,2025-08-13,2026-06-24,43,0,0.0,現役
1337,e黄門ちゃま寿限無 LLサイズ 9HC3,e黄門ちゃま寿限無 LLサイズ 9HC3,2025-08-13,2026-01-07,16,168,24.0,準現役
1338,e GODZILLA7 TYPE-CRASH,e GODZILLA7 TYPE-CRASH,2025-08-27,2025-09-24,5,273,39.0,準現役
1339,e女神のカフェテラス JLZ,e女神のカフェテラス JLZ,2025-08-27,2026-06-24,25,0,0.0,現役
1340,LBトリプルクラウン(2025年),LBトリプルクラウン(2025年),2025-09-10,2025-09-10,1,287,41.0,準現役
1341,もっと!クレアの秘宝伝～女神の歌声と太陽の子供達～,もっと!クレアの秘宝伝～女神の歌声と太陽の子供達～,2025-09-10,2025-09-10,1,287,41.0,準現役
1342,ドンちゃん2(2019年),ドンちゃん2(2019年),2025-09-10,2025-09-10,1,287,41.0,準現役
1343,ネオアイムジャグラーEX,ネオアイムジャグラーEX,2025-09-10,2026-06-24,41,0,0.0,現役
1344,LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,LBクレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,2025-09-17,2026-06-24,34,0,0.0,現役
1345,Lスマスロ ドルアーガの塔,Lスマスロ ドルアーガの塔,2025-09-17,2025-11-12,8,224,32.0,準現役
1346,Lスマスロ 東京リベンジャーズ,Lスマスロ 東京リベンジャーズ,2025-09-17,2026-01-21,17,154,22.0,準現役
1347,P FAIRY TAIL 超一夜Ver.,P FAIRY TAIL 超一夜Ver.,2025-09-17,2025-11-12,8,224,32.0,準現役
1348,P アズールレーン THE ANIMATION 異次元トリガー 79ver.,P アズールレーン THE ANIMATION 異次元トリガー 79ver.,2025-09-17,2026-06-03,36,21,3.0,現役
1349,PAぱちんこ シン・エヴァンゲリオン PREMIUM MODEL,PAぱちんこ シン・エヴァンゲリオン PREMIUM MODEL,2025-09-17,2025-10-16,4,251,35.9,準現役
1350,P戦国乙女7 終焉の関ケ原 LLサイズ 299ver.,P戦国乙女7 終焉の関ケ原 LLサイズ 299ver.,2025-09-17,2026-04-08,20,77,11.0,準現役
1351,SLOTドルアーガの塔,SLOTドルアーガの塔,2025-09-17,2025-11-19,9,217,31.0,準現役
1352,eパリピ孔明 NB,eパリピ孔明 NB,2025-09-17,2025-09-24,2,273,39.0,準現役
1353,eフィーバーブルーロック MZ,eフィーバーブルーロック MZ,2025-09-17,2026-01-07,15,168,24.0,準現役
1354,デジハネP 頭文字D せかんど GCPC,デジハネP 頭文字D せかんど GCPC,2025-09-17,2025-10-16,4,251,35.9,準現役
1355,LBマジカルハロウィン ボーナストリガー,LBマジカルハロウィン ボーナストリガー,2025-10-01,2025-12-03,9,203,29.0,準現役
1356,P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,P【超甘LT】豊丸のとあるパチンコにしみけん参戦 感度UP1/39,2025-10-01,2025-10-01,1,266,38.0,準現役
1357,Pルパン三世 ONE COLLECTION 100ver.,Pルパン三世 ONE COLLECTION 100ver.,2025-10-01,2026-01-21,15,154,22.0,準現役
1358,デカスタPデビルマン THE FINAL 179ver.,デカスタPデビルマン THE FINAL 179ver.,2025-10-01,2025-10-01,1,266,38.0,準現役
1359,Lスマスロ バベル(2025年),Lスマスロ バベル(2025年),2025-10-16,2025-10-22,2,245,35.0,準現役
1360,Lスマスロ 新鬼武者3,Lスマスロ 新鬼武者3,2025-10-16,2026-02-18,18,126,18.0,準現役
1361,L主役は銭形5,L主役は銭形5,2025-10-16,2026-02-25,18,119,17.0,準現役
1362,P 冬のソナタ My Memory SWEET Version,P 冬のソナタ My Memory SWEET Version,2025-10-16,2025-11-05,4,231,33.0,準現役
1363,PAフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.,PAフィーバーダンジョンに出会いを求めるのは間違っているだろうか2 LT-Light ver.,2025-10-16,2025-11-05,4,231,33.0,準現役
1364,Pスーパー海物語IN沖縄6 LTP,Pスーパー海物語IN沖縄6 LTP,2025-10-16,2026-06-24,34,0,0.0,現役
1365,e ベルセルク無双 第2章 H3,e ベルセルク無双 第2章 H3,2025-10-16,2025-11-05,4,231,33.0,準現役
1366,e 聖戦士ダンバイン3 ZEROSONIC GREA,e 聖戦士ダンバイン3 ZEROSONIC GREA,2025-10-16,2025-12-10,9,196,28.0,準現役
1367,eとある科学の超電磁砲 PHASE NEXT LTRSY,eとある科学の超電磁砲 PHASE NEXT LTRSY,2025-10-16,2025-11-05,4,231,33.0,準現役
1368,eガールズ＆パンツァー 最終章 LAH1,eガールズ＆パンツァー 最終章 LAH1,2025-10-16,2026-01-07,12,168,24.0,準現役
1369,L 荒野のコトブキ飛行隊,L 荒野のコトブキ飛行隊,2025-10-29,2025-11-19,4,217,31.0,準現役
1370,LB SHAKE BONUS TRIGGER,LB SHAKE BONUS TRIGGER,2025-10-29,2026-06-24,33,0,0.0,現役
1371,PA義風堂々!!～兼続と慶次～3 99Ver.,PA義風堂々!!～兼続と慶次～3 99Ver.,2025-10-29,2026-01-28,10,147,21.0,準現役
1372,Pゴッドイーター199 ゴッドトリガーVER.,Pゴッドイーター199 ゴッドトリガーVER.,2025-10-29,2025-11-19,4,217,31.0,準現役
1373,デカスタP STEINS；GATE 0 まゆしぃば～じょん,デカスタP STEINS；GATE 0 まゆしぃば～じょん,2025-10-29,2026-06-24,31,0,0.0,現役
1374,L 絶対衝激Ⅳ,L 絶対衝激Ⅳ,2025-11-12,2025-12-24,6,182,26.0,準現役
1375,Lスマスロ とある科学の超電磁砲2,Lスマスロ とある科学の超電磁砲2,2025-11-12,2026-04-08,17,77,11.0,準現役
1376,Lパチスロ 革命機ヴァルヴレイヴ2,Lパチスロ 革命機ヴァルヴレイヴ2,2025-11-12,2026-06-24,28,0,0.0,現役
1377,P Re:ゼロから始める異世界生活 鬼がかり 199ver.,P Re:ゼロから始める異世界生活 鬼がかり 199ver.,2025-11-12,2026-03-04,16,112,16.0,準現役
1378,P Re:ゼロから始める異世界生活 鬼がかり 99ver.,P Re:ゼロから始める異世界生活 鬼がかり 99ver.,2025-11-12,2026-02-04,12,140,20.0,準現役
1379,P いくさの子 戦極最強 ドデカ199ver.,P いくさの子 戦極最強 ドデカ199ver.,2025-11-12,2025-12-03,4,203,29.0,準現役
1380,Pはねものファインプレー H3,Pはねものファインプレー H3,2025-11-12,2026-04-15,20,70,10.0,準現役
1381,P転生したらスライムだった件 129ver.,P転生したらスライムだった件 129ver.,2025-11-12,2025-12-10,5,196,28.0,準現役
1382,e ノーゲーム・ノーライフ 199Ver.,e ノーゲーム・ノーライフ 199Ver.,2025-11-12,2026-01-07,8,168,24.0,準現役
1383,e ノーゲーム・ノーライフ 319Ver.,e ノーゲーム・ノーライフ 319Ver.,2025-11-12,2025-12-24,6,182,26.0,準現役
1384,e 仮面ライダー電王 デカヘソ239,e 仮面ライダー電王 デカヘソ239,2025-11-12,2026-03-04,15,112,16.0,準現役
1385,eとある科学の超電磁砲 PHASE NEXT LT RSY,eとある科学の超電磁砲 PHASE NEXT LT RSY,2025-11-12,2026-02-11,13,133,19.0,準現役
1386,eフィーバーもののがたり F,eフィーバーもののがたり F,2025-11-12,2026-04-08,21,77,11.0,準現役
1387,eルパン三世VSキャッツ・アイ MAH4,eルパン三世VSキャッツ・アイ MAH4,2025-11-12,2026-02-04,12,140,20.0,準現役
1388,e源外伝 EPISODE OF -大龍- EHLG,e源外伝 EPISODE OF -大龍- EHLG,2025-11-12,2025-12-03,4,203,29.0,準現役
1389,e花の慶次～黄金の一撃 H4,e花の慶次～黄金の一撃 H4,2025-11-12,2026-05-13,20,42,6.0,準現役
1390,Lスマスロネオプラネット,Lスマスロネオプラネット,2025-11-26,2026-01-14,7,161,23.0,準現役
1391,Pメイドインアビス 奈落の連環蝕 SL,Pメイドインアビス 奈落の連環蝕 SL,2025-11-26,2025-12-10,3,196,28.0,準現役
1392,e女神のカフェテラス FLX,e女神のカフェテラス FLX,2025-11-26,2026-03-25,17,91,13.0,準現役
1393,Lスマスロ 化物語,Lスマスロ 化物語,2025-12-10,2026-05-20,23,35,5.0,準現役
1394,Lバーニングエクスプレス,Lバーニングエクスプレス,2025-12-10,2026-01-14,5,161,23.0,準現役
1395,Lプリズムナナ(2025年),Lプリズムナナ(2025年),2025-12-10,2026-06-17,26,7,1.0,現役
1396,L銀河英雄伝説 Die Neue These,L銀河英雄伝説 Die Neue These,2025-12-10,2026-02-04,8,140,20.0,準現役
1397,PAフィーバーからくりサーカス2 Light ver.,PAフィーバーからくりサーカス2 Light ver.,2025-12-10,2026-01-21,6,154,22.0,準現役
1398,PA海物語 極JAPAN Withナギナミ HBD,PA海物語 極JAPAN Withナギナミ HBD,2025-12-10,2026-04-01,9,84,12.0,準現役
1399,PA野生の王国Ⅵ N2,PA野生の王国Ⅵ N2,2025-12-10,2026-04-22,16,63,9.0,準現役
1400,e アズールレーン2 THE ANIMATION 超次元 K6,e アズールレーン2 THE ANIMATION 超次元 K6,2025-12-10,2026-03-25,13,91,13.0,準現役
1401,e 北斗の拳11 暴凶星 SHEF,e 北斗の拳11 暴凶星 SHEF,2025-12-10,2026-06-24,28,0,0.0,現役
1402,eうしおととら～神のせSPEC～ 150ver.,eうしおととら～神のせSPEC～ 150ver.,2025-12-10,2026-02-04,8,140,20.0,準現役
1403,e地獄少女 7500Ver.,e地獄少女 7500Ver.,2025-12-10,2026-06-10,26,14,2.0,現役
1404,L 無職転生 ～異世界行ったら本気だす～,L 無職転生 ～異世界行ったら本気だす～,2025-12-31,2026-05-13,17,42,6.0,準現役
1405,LB不二子BT,LB不二子BT,2025-12-31,2026-05-27,21,28,4.0,現役
1406,Lスマスロ 沖ドキ!DUO アンコール,Lスマスロ 沖ドキ!DUO アンコール,2025-12-31,2026-05-27,21,28,4.0,現役
1407,Lスマスロ 秘宝伝(2025年),Lスマスロ 秘宝伝(2025年),2025-12-31,2026-03-11,11,105,15.0,準現役
1408,P沖ドキ!ドキドキ弾丸ツアー LG,P沖ドキ!ドキドキ弾丸ツアー LG,2025-12-31,2026-05-13,20,42,6.0,準現役
1409,e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,e 新世紀エヴァンゲリオン ～はじまりの記憶～ R,2025-12-31,2026-06-24,26,0,0.0,現役
1410,LBスマート沖スロ ニューキングハナハナV,LBスマート沖スロ ニューキングハナハナV,2026-01-14,2026-06-24,24,0,0.0,現役
1411,Lスマスロ 北斗の拳 転生の章2,Lスマスロ 北斗の拳 転生の章2,2026-01-14,2026-06-24,21,0,0.0,現役
1412,Lスマスロ鉄拳6,Lスマスロ鉄拳6,2026-01-14,2026-04-08,13,77,11.0,準現役
1413,P ゴジラ対エヴァンゲリオン2 超デカシルバー,P ゴジラ対エヴァンゲリオン2 超デカシルバー,2026-01-14,2026-02-25,7,119,17.0,準現役
1414,PA清流物語4 ウキウキ79ver.,PA清流物語4 ウキウキ79ver.,2026-01-14,2026-03-18,10,98,14.0,準現役
1415,Pフィーバーうたわれるもの LT-Light ver.,Pフィーバーうたわれるもの LT-Light ver.,2026-01-14,2026-02-04,4,140,20.0,準現役
1416,Pフィーバー彼女、お借りします LT-Light ver.,Pフィーバー彼女、お借りします LT-Light ver.,2026-01-14,2026-03-04,8,112,16.0,準現役
1417,SBニューキングハナハナV-30,SBニューキングハナハナV-30,2026-01-14,2026-06-24,24,0,0.0,現役
1418,e ゴジラ対エヴァンゲリオン2 超デカゴールド,e ゴジラ対エヴァンゲリオン2 超デカゴールド,2026-01-14,2026-03-18,10,98,14.0,準現役
1419,e ソードアート・オンライン 閃光の軌跡 99Ver.,e ソードアート・オンライン 閃光の軌跡 99Ver.,2026-01-14,2026-06-24,15,0,0.0,現役
1420,e 盾の勇者の成り上がり アルティメット199ver.,e 盾の勇者の成り上がり アルティメット199ver.,2026-01-14,2026-02-25,7,119,17.0,準現役
1421,eようこそ実力至上主義の教室へ MA,eようこそ実力至上主義の教室へ MA,2026-01-14,2026-06-10,22,14,2.0,現役
1422,e吉宗 極乗3000ver.,e吉宗 極乗3000ver.,2026-01-14,2026-04-22,15,63,9.0,準現役
1423,P【超甘LT】華牌RR 1/49×99de遊タイム,P【超甘LT】華牌RR 1/49×99de遊タイム,2026-01-28,2026-02-25,5,119,17.0,準現役
1424,P閃乱カグラ 189大入りver.,P閃乱カグラ 189大入りver.,2026-01-28,2026-06-24,21,0,0.0,現役
1425,e ULTRAMAN 4500超ライト,e ULTRAMAN 4500超ライト,2026-01-28,2026-02-11,3,133,19.0,準現役
1426,e範馬刃牙 199ver.,e範馬刃牙 199ver.,2026-01-28,2026-03-25,8,91,13.0,準現役
1427,Lスマスロ ゴブリンスレイヤーⅡ,Lスマスロ ゴブリンスレイヤーⅡ,2026-02-11,2026-03-18,6,98,14.0,準現役
1428,Lスマスロ ハナビ(2026年),Lスマスロ ハナビ(2026年),2026-02-11,2026-06-24,20,0,0.0,現役
1429,Lスマスロ 攻殻機動隊(2026年),Lスマスロ 攻殻機動隊(2026年),2026-02-11,2026-06-24,20,0,0.0,現役
1430,Lパチスロ 炎炎ノ消防隊2,Lパチスロ 炎炎ノ消防隊2,2026-02-11,2026-06-24,20,0,0.0,現役
1431,Lパチスロうみねこのなく頃に2,Lパチスロうみねこのなく頃に2,2026-02-11,2026-06-24,20,0,0.0,現役
1432,L範馬刃牙,L範馬刃牙,2026-02-11,2026-04-01,8,84,12.0,準現役
1433,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,PA乗物娘 with CYBER JAPAN DANCERS 2nd season 77ver.,2026-02-11,2026-03-04,4,112,16.0,準現役
1434,P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,2026-02-11,2026-02-25,3,119,17.0,準現役
1435,P冴えない彼女の育てかた 99ver.,P冴えない彼女の育てかた 99ver.,2026-02-11,2026-06-10,14,14,2.0,現役
1436,P黄門ちゃま寿限無 99ver.,P黄門ちゃま寿限無 99ver.,2026-02-11,2026-04-15,10,70,10.0,準現役
1437,e 真・北斗無双 第5章 夢幻闘双 SCEA,e 真・北斗無双 第5章 夢幻闘双 SCEA,2026-02-11,2026-04-01,8,84,12.0,準現役
1438,eフィーバーBASTARD!! -暗黒の破壊神- G,eフィーバーBASTARD!! -暗黒の破壊神- G,2026-02-11,2026-04-08,8,77,11.0,準現役
1439,e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,e異世界でチート能力を手にした俺は現実世界をも無双する ～レベルアップは人生を変えた～ FSZ,2026-02-11,2026-04-15,10,70,10.0,準現役
1440,P黄門ちゃま寿限無 LLサイズ 259ver.,P黄門ちゃま寿限無 LLサイズ 259ver.,2026-02-18,2026-02-18,1,126,18.0,準現役
1441,P 俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,P 俺の妹がこんなに可愛いわけがない。 攻略!!スキップ159ver.,2026-03-04,2026-03-25,2,91,13.0,準現役
1442,LBスマスロ サンダーV(2026年),LBスマスロ サンダーV(2026年),2026-03-11,2026-06-24,16,0,0.0,現役
1443,Lスマスロ 甲鉄城のカバネリ 海門決戦,Lスマスロ 甲鉄城のカバネリ 海門決戦,2026-03-11,2026-06-24,16,0,0.0,現役
1444,P Re:ゼロから始める異世界生活 season2 129ver.,P Re:ゼロから始める異世界生活 season2 129ver.,2026-03-11,2026-06-24,16,0,0.0,現役
1445,P Re:ゼロから始める異世界生活 season2 249ver.,P Re:ゼロから始める異世界生活 season2 249ver.,2026-03-11,2026-06-03,12,21,3.0,現役
1446,P戦国乙女7 終焉の関ケ原 99ver.,P戦国乙女7 終焉の関ケ原 99ver.,2026-03-11,2026-06-24,16,0,0.0,現役
1447,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,P痛いのは嫌なので防御力に極振りしたいと思います。 極振り129ver,2026-03-11,2026-06-10,12,14,2.0,現役
1448,e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,e 甲鉄城のカバネリ2 咲かせや燦然 GFEA,2026-03-11,2026-05-13,10,42,6.0,準現役
1449,e 魔法少女まどか☆マギカ3 時間遡行～始まりの願い～ LPM1,e 魔法少女まどか☆マギカ3 時間遡行～始まりの願い～ LPM1,2026-03-11,2026-06-17,15,7,1.0,現役
1450,eアクダマドライブ EHLT,eアクダマドライブ EHLT,2026-03-11,2026-05-13,10,42,6.0,準現役
1451,eフィーバーダンベル何キロ持てる？2 F,eフィーバーダンベル何キロ持てる？2 F,2026-03-11,2026-06-03,13,21,3.0,現役
1452,eワンパンマン2～正義執行 LM10,eワンパンマン2～正義執行 LM10,2026-03-11,2026-06-10,14,14,2.0,現役
1453,e牙狼11～冴島大河～ 魔戒BURST Ver.,e牙狼11～冴島大河～ 魔戒BURST Ver.,2026-03-11,2026-04-22,7,63,9.0,準現役
1454,P モモキュンソード 速撃99ver.,P モモキュンソード 速撃99ver.,2026-03-25,2026-05-13,8,42,6.0,準現役
1455,Pえとたま2 神祭 干支甘,Pえとたま2 神祭 干支甘,2026-03-25,2026-04-15,4,70,10.0,準現役
1456,e スマパチ SSSS.GRIDMAN メガSTART 159ver.,e スマパチ SSSS.GRIDMAN メガSTART 159ver.,2026-03-25,2026-05-20,8,35,5.0,準現役
1457,e 乃木坂46 Ⅱ SWEET Version,e 乃木坂46 Ⅱ SWEET Version,2026-03-25,2026-05-06,7,49,7.0,準現役
1458,LB A-SLOT+ 異世界かるてっと BT,LB A-SLOT+ 異世界かるてっと BT,2026-04-15,2026-06-24,11,0,0.0,現役
1459,Lアクダマドライブ,Lアクダマドライブ,2026-04-15,2026-06-24,10,0,0.0,現役
1460,Lスマスロヨルムンガンド,Lスマスロヨルムンガンド,2026-04-15,2026-05-20,6,35,5.0,準現役
1461,L真打 吉宗,L真打 吉宗,2026-04-15,2026-06-24,11,0,0.0,現役
1462,L虚構推理,L虚構推理,2026-04-15,2026-06-24,11,0,0.0,現役
1463,P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,P にゃんこ大戦争 多様性のネコ 神さまにおまかせ88ver.,2026-04-15,2026-06-17,10,7,1.0,現役
1464,P ウルトラマンメビウス デカヘソ319,P ウルトラマンメビウス デカヘソ319,2026-04-15,2026-05-13,5,42,6.0,準現役
1465,e 終末のワルキューレ EREA,e 終末のワルキューレ EREA,2026-04-15,2026-05-13,5,42,6.0,準現役
1466,eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,eラグナドール 妖しき皇帝と終焉の夜叉姫 CMB,2026-04-15,2026-05-13,5,42,6.0,準現役
1467,eリコリス・リコイル M3,eリコリス・リコイル M3,2026-04-15,2026-06-24,11,0,0.0,現役
1468,e転生したらスライムだった件2 MF,e転生したらスライムだった件2 MF,2026-04-15,2026-06-24,11,0,0.0,現役
1469,Lアニマルスロットドッチ,Lアニマルスロットドッチ,2026-04-29,2026-06-24,9,0,0.0,現役
1470,Lスマスロ ミリオンゴッド-神々の軌跡-,Lスマスロ ミリオンゴッド-神々の軌跡-,2026-04-29,2026-06-24,9,0,0.0,現役
1471,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,2026-04-29,2026-05-20,4,35,5.0,準現役
1472,e86-エイティシックス- MAM2,e86-エイティシックス- MAM2,2026-04-29,2026-06-24,9,0,0.0,現役
1473,eフィーバーキン肉マン,eフィーバーキン肉マン,2026-04-29,2026-06-24,9,0,0.0,現役
1474,eリング 最恐領域 RHA,eリング 最恐領域 RHA,2026-04-29,2026-06-24,9,0,0.0,現役
1475,Lスマスロ スーパーリオエース2,Lスマスロ スーパーリオエース2,2026-05-20,2026-06-24,6,0,0.0,現役
1476,Lスマスロ バイオハザードRE:3,Lスマスロ バイオハザードRE:3,2026-05-20,2026-06-24,6,0,0.0,現役
1477,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,Lスマスロ ビッグドリーム THE GOLDEN PUSHER,2026-05-20,2026-06-24,6,0,0.0,現役
1478,Lタクトオーパス デスティニー,Lタクトオーパス デスティニー,2026-05-20,2026-06-24,6,0,0.0,現役
1479,Pクイーンズブレイド奈落 ナナエル79Ver.,Pクイーンズブレイド奈落 ナナエル79Ver.,2026-05-20,2026-06-10,4,14,2.0,現役
1480,PフィーバークィーンⅡ YS,PフィーバークィーンⅡ YS,2026-05-20,2026-06-24,6,0,0.0,現役
1481,e バイオハザード6 APN,e バイオハザード6 APN,2026-05-20,2026-06-24,6,0,0.0,現役
1482,eひきこまり吸血姫の悶々 FHV,eひきこまり吸血姫の悶々 FHV,2026-05-20,2026-06-24,6,0,0.0,現役
1483,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,eまわるん超ワープ ギンギラパラダイス VIVA FESTA HTA2,2026-05-20,2026-06-10,4,14,2.0,現役
1484,eカケグルイ 7500ver,eカケグルイ 7500ver,2026-05-20,2026-06-24,6,0,0.0,現役
1485,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,eライザのアトリエ 常闇の女王と秘密の隠れ家 K3,2026-05-20,2026-06-10,4,14,2.0,現役
1486,eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,eルパン三世VSキャッツ・アイ 157ver. 極限突破ブッた斬り7500,2026-05-20,2026-06-17,5,7,1.0,現役
1487,デカスタP戦国無双 100ver.,デカスタP戦国無双 100ver.,2026-05-20,2026-06-24,6,0,0.0,現役
1488,LBスロットGALFY,LBスロットGALFY,2026-06-03,2026-06-24,4,0,0.0,現役
1489,P 犬夜叉3.0 大入り 甘SPEC,P 犬夜叉3.0 大入り 甘SPEC,2026-06-03,2026-06-24,4,0,0.0,現役
1490,Lスマスロ BIRDIE WING -Golf Girls’ Story-,Lスマスロ BIRDIE WING -Golf Girls’ Story-,2026-06-17,2026-06-24,2,0,0.0,現役
1491,Lスロット ソードアート・オンラインⅡ,Lスロット ソードアート・オンラインⅡ,2026-06-17,2026-06-24,2,0,0.0,現役
1492,L戦国乙女5 業火を穿つ宿焔の双刃,L戦国乙女5 業火を穿つ宿焔の双刃,2026-06-17,2026-06-24,2,0,0.0,現役
1493,P 魔法少女まどか☆マギカ3 キュゥべえver.,P 魔法少女まどか☆マギカ3 キュゥべえver.,2026-06-17,2026-06-24,2,0,0.0,現役
1494,PAスーパー海物語IN沖縄6 Withえなこ RBD,PAスーパー海物語IN沖縄6 Withえなこ RBD,2026-06-17,2026-06-24,2,0,0.0,現役
1495,PA花の慶次～傾奇一転 87ver.,PA花の慶次～傾奇一転 87ver.,2026-06-17,2026-06-24,2,0,0.0,現役
1496,e 化物語 鬼99ver.,e 化物語 鬼99ver.,2026-06-17,2026-06-24,2,0,0.0,現役
1497,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,e 学園黙示録ハイスクール・オブ・ザ・デッド3 V1A,2026-06-17,2026-06-24,2,0,0.0,現役
1498,e 東京喰種 超デカ 超一撃 ver.,e 東京喰種 超デカ 超一撃 ver.,2026-06-17,2026-06-24,2,0,0.0,現役
1499,eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,eソードアート・オンライン オルタナティブ ガンゲイル・オンライン M08,2026-06-17,2026-06-24,2,0,0.0,現役
1500,eフィーバー デッドマウント・デスプレイ 魂神9000,eフィーバー デッドマウント・デスプレイ 魂神9000,2026-06-17,2026-06-24,2,0,0.0,現役
1501,e冥妃転生 CMP,e冥妃転生 CMP,2026-06-17,2026-06-24,2,0,0.0,現役
1502,遊moreLT PエガブレイブVVV AX4,遊moreLT PエガブレイブVVV AX4,2026-06-17,2026-06-24,2,0,0.0,現役
